	idx	natural_length	frequencies	natural	fcfs	caplan	caplan_low_temperature	fcfs_length	caplan_length	caplan_low_temperature_length
148	148	5	64	urban	trip	ugpxerludkat	savers	4	12	6
149	149	7	3	carrera	charter	tsiphlea	trip	7	8	4
150	150	8	1	vagabond	ards	urewptlsstwdbb	charter	4	14	7
151	151	9	2	marrakech	seek	kedhiradfthiou	ards	4	14	4
152	152	7	2	tensift	head	zjk	seek	4	3	4
153	153	2	111	el	holling	hesn	head	7	4	4
154	154	5	3	haouz	crown	hotlhfomvledtt	holling	5	14	7
155	155	4	764	name	bask	nkbjdygrkyu	crown	4	11	5
156	156	8	38	survived	tone	baskqactglicfurt	bask	4	16	4
157	157	6	136	longer	below	gsopafx	tone	5	7	4
158	158	11	2	capitalized	enginistration	bufflyigzs	below	14	10	5
159	159	2	5517	as	ausents	enrfmirpqavktzyyx	enginistration	7	17	14
160	160	4	2	xfce	theat	auqgntuozg	ausents	5	10	7
161	161	6	105	rather	forestly	yllep	theat	8	5	5
162	162	3	2341	one	stann	fopsq	forestly	5	5	8
163	163	9	60	direction	reliogratory	sianor	stann	12	6	5
164	164	3	568	won	ranking	rq	reliogratory	7	2	12
165	165	4	5	brit	circulard	rawrihijbme	ranking	9	11	7
166	166	6	256	awards	atchiston	cizaequryqdyc	circulard	9	13	9
167	167	8	909	american	tomon	at	atchiston	5	2	9
168	168	5	705	music	shour	timgrm	tomon	5	6	5
169	169	4	24	teen	releachs	bwvlaveef	shour	8	9	5
170	170	6	76	choice	shaites	quozschsttz	releachs	7	11	8
171	171	1	237	p	carter	xhnitnofwrocadshpmbenqu	shaites	6	23	7
172	172	1	212	l	carrection	cbltcxajevdhingwoddppy	carter	10	22	6
173	173	5	24	guyed	stasling	jkyehifahstnep	carrection	8	14	10
174	174	4	31	mast	caridal	ntzxfnzcyherhaew	stasling	7	16	8
175	175	4	7	lowe	suffer	xur	caridal	6	3	7
176	176	9	56	singapore	muries	rxSOSyqoakcuau	suffer	6	14	6
177	177	5	226	grand	enternal	muvyebyovfthkesbfaux	muries	8	20	6
178	178	4	126	prix	comment	enjgyetblentlynvp	enternal	7	17	8
179	179	8	70	hamilton	pussion	ctwrejufprupl	comment	7	13	7
180	180	4	350	took	theoporist	pudp	pussion	10	4	7
181	181	6	653	second	contain	zqtcgoriky	theoporist	7	10	10
182	182	3	156	win	bear	cj	contain	4	2	7
183	183	6	486	season	terrology	bzzhgkwsepirowazszxtuclhesoomsuo	bear	9	32	4
184	184	7	443	another	wood	t	terrology	4	1	9
185	185	3	126	job	existions	wctdchwelewn	wood	9	12	4
186	186	3	268	men	participation	exinodydymtukf	existions	13	14	9
187	187	5	302	women	magre	ttxlily	participation	5	7	13
188	188	10	364	television	exmility	udera	magre	8	5	5
189	189	5	612	movie	achies	epmlkp	exmility	6	6	8
190	190	10	222	production	mart	airnachptmklhliytms	achies	4	19	6
191	191	8	84	industry	ockanic	moegng	mart	7	6	4
192	192	5	784	where	aller	ocsxicuforo	ockanic	5	11	7
193	193	7	35	replace	solve	actpsncuqmauoxgeenow	aller	5	20	5
194	194	6	41	actors	corner	qocatkftshpoc	solve	6	13	5
195	195	4	311	body	indo	gdatfroicixiss	corner	4	14	6
196	196	6	91	double	explitic	indoxelebleyu	indo	8	13	4
197	197	6	37	carlos	paralist	egngxthgbij	explitic	8	11	8
198	198	4	639	mesa	construmption	padajmsxexheouhayzi	paralist	13	19	8
199	199	3	164	act	performed	ninusdoxs	construmption	9	9	13
200	200	6	1	defied	celled	pemoraowzmzbucylhpnufhybuje	performed	6	27	9
201	201	4	449	main	ballenge	gelv	celled	8	4	6
202	202	9	26	principle	treated	bwllecudjt	ballenge	7	10	8
203	203	9	40	democracy	senter	qgeombakvieumbp	treated	6	15	7
204	204	5	2289	which	daming	geylyioshal	senter	6	11	6
205	205	6	12	freely	park	SOScolkol	daming	4	9	6
206	206	7	184	elected	technope	lahsbcdrygppkhyxzortiooorci	park	8	27	4
207	207	10	487	government	grow	fbgejpiromnedtum	technope	4	16	8
208	208	5	16	theft	cording	gsbhalysapflhsavbjftgvyfaqeshczevelboteysu	grow	7	42	4
209	209	4	18	auto	telephise	cvrove	cording	9	6	7
210	210	3	231	san	aliminians	uxlaz	telephise	10	5	9
211	211	7	7	andreas	assernessian	zlajcsaershy	aliminians	12	12	10
212	212	7	378	million	shorter	dpoykpd	descrited	7	7	9
213	213	7	7	shipped	callening	asazowebyfotderjdencivilekybwmeenx	assernessian	9	34	12
214	214	5	315	april	monters	fct	shorter	7	3	7
215	215	6	91	rivers	sella	gaanhqoiaskundrkup	callening	5	18	9
216	216	5	2	havel	carronth	mohalrzuavroa	monters	8	13	7
217	217	5	1	dahme	huntry	rgSOSpwSOSyqe	resports	6	13	8
218	218	5	2	spree	pollion	refluSOSazisusoxledbeefneyowl	sella	7	29	5
219	219	3	203	run	shope	vmaguethmpkrss	carronth	5	14	8
220	220	7	554	through	sach	vlssuhbgyk	huntry	4	10	6
221	221	6	93	berlin	wharter	xogyptmi	pollion	7	8	7
222	222	3	963	may	garies	skepfoxamlla	shope	6	12	5
223	223	6	47	partly	restructory	safgoop	sach	11	7	4
224	224	9	2	paralysed	sing	wwakuxrkrbup	wharter	4	12	7
225	225	6	111	winner	stations	gajigaailmebxtly	garies	8	16	6
226	226	6	1179	united	boaling	rudstxine	restructory	7	9	11
227	227	6	1048	states	realm	yiggoogsam	sing	5	10	4
228	228	7	21	cavalry	relations	sj	stations	9	2	8
229	229	9	6	regiments	liberty	rdalioheey	boaling	7	10	7
230	230	5	480	until	trade	vwelmpjweyfkk	realm	5	13	5
231	231	3	396	end	interprover	rtkjcahkmellcby	relations	11	15	9
232	232	5	1150	world	attendment	libck	liberty	10	5	7
233	233	3	707	war	cultife	wzSOSoycrulorywhb	trade	7	17	5
234	234	1	621	i	anstriation	intecjmaizibyhn	interprover	11	15	11
235	235	4	2742	were	conternal	vtohnumectdvkbazwayfd	attendment	9	21	10
236	236	6	154	always	costant	xulmwashadloskwexey	cultife	7	19	7
237	237	7	11	mounted	secrets	mqsutdak	anstriation	7	8	11
238	238	6	47	horses	transports	cbomm	conternal	10	5	9
239	239	7	2	andrzej	berno	xfsuujtregmentdleb	costant	5	18	7
240	240	9	1	juskowiak	sertain	skurjebowokwsedadolusc	secrets	7	22	7
241	241	5	118	month	clean	vulmsejz	transports	5	8	10
242	242	5	148	least	pasian	zerno	berno	6	5	5
243	243	13	40	precipitation	stark	acatitaldzexsty	sertain	5	15	7
244	244	7	172	average	prosest	qpeav	clean	7	5	5
245	245	8	273	february	acrease	encljnotwlcwfs	pott	7	14	4
246	246	2	2945	an	reserver	ffsianrasingmeneoicsmleiov	pasian	8	26	6
247	247	4	359	even	rear	ujmirevaelvscjee	stark	4	16	5
248	248	6	200	though	seducial	promogeua	prosest	8	9	7
249	249	9	12	antarctic	bruise	zwSOSkruhkoswsosykoacbtfy	acrease	6	25	7
250	250	4	385	does	fulst	rjoeq	reserver	5	5	8
251	251	4	447	live	contered	vagraxreummctessm	rear	8	17	4
252	252	10	19	antarctica	respoted	szkftbzndweb	seducial	8	12	8
253	253	5	755	three	seed	bquhsdSOSmmaeipp	bruise	4	16	6
254	254	6	23	judges	proped	fulssuqtnmpk	fulst	6	12	5
255	255	5	61	heard	breek	fitthbeemul	contered	5	11	8
256	256	6	16	appeal	intreasured	regmvyxryna	respoted	11	11	8
257	257	7	475	started	crimbing	yaererdfom	seed	8	10	4
258	258	5	837	state	surio	wbzwrpwol	proped	5	9	6
259	259	4	382	july	resention	izuyestl	proves	9	8	6
260	260	3	157	our	amonical	breluchezwdel	breek	8	13	5
261	261	8	391	children	ferement	idothahlbwhy	intreasured	8	12	11
262	262	7	58	senator	playment	ge	crimbing	8	2	8
263	263	4	4367	from	acreings	subio	surio	8	5	5
264	264	7	53	arizona	marium	rei	resention	6	3	9
265	265	9	13	replacing	prise	amlweuxchgc	amonical	5	11	8
266	266	6	23	ernest	colors	fegehlas	ferement	6	8	8
267	267	9	2	mcfarland	interary	vlzyplh	playment	8	7	8
268	268	6	917	during	intersternally	wkwemnecuvgkievij	acreings	14	17	8
269	269	9	11	apartheid	wolleng	kwcommyscmxxexderiprtumshmixly	marium	7	30	6
270	270	5	769	south	lands	wod	prise	5	3	5
271	271	10	34	classified	annis	cgakes	colors	5	6	6
272	272	4	460	four	cristered	iqmnusrauncpykoquvrw	interary	9	20	8
273	273	5	60	races	seather	iphn	intersternally	7	4	14
274	274	5	361	black	arregord	jxzzinymi	wolleng	8	9	7
275	275	5	401	white	took	la	lands	4	2	5
276	276	5	86	asian	communics	aequf	annis	9	5	5
277	277	6	180	mostly	doll	hhydnusvuuhjuay	hard	4	15	4
278	278	6	230	indian	trading	giwmumgesenby	cristered	7	13	9
279	279	8	26	coloured	pile	zoayqyloed	seather	4	10	7
280	280	3	522	day	shirting	kwiggypniz	arregord	8	10	8
281	281	9	20	christine	mine	tyokunynztihmxsa	took	4	16	4
282	282	8	11	sinclair	burberd	xwf	communics	7	3	9
283	283	1	307	c	storks	dukitqnxlphphmf	doll	6	15	4
284	284	4	377	june	turn	tandi	trading	4	5	7
285	285	5	139	ended	instriblet	j	pile	10	1	4
286	286	8	345	november	stands	ispadientvscktreff	shirting	6	18	8
287	287	4	6	knox	sourth	zinehlosbluxqnyzijaSOSurambugut	mine	6	31	4
288	288	3	91	ran	colonie	guabwldtchyx	burberd	7	12	7
289	289	8	1	barclays	classe	gacr	storks	6	4	6
290	290	7	17	anatomy	suppecials	quandfuxhwkeutig	turn	10	16	4
291	291	6	516	school	distinctions	iblujsodnm	instriblet	12	10	10
292	292	8	3	surgeons	realition	SOSrwwesutjvn	stands	9	13	6
293	293	6	127	square	relegion	johakoakqid	sourth	8	11	6
294	294	9	28	edinburgh	prophice	qqlyqef	colonie	8	7	7
295	295	3	2191	she	monterians	c	classe	10	1	6
296	296	8	6	renowned	antermopes	iba	suppecials	10	3	10
297	297	7	64	goddess	masche	ki	distinctions	6	2	12
298	298	8	4	karaikal	continues	rionaqpsp	realition	9	9	9
299	299	6	1	saison	bactions	ryregnscolmqp	relegion	8	13	8
300	300	5	557	river	hopped	p	prophice	6	1	8
301	301	5	16	joins	serain	milawulnsex	monterians	6	11	10
302	302	4	216	gave	construction	vacevm	antermopes	12	6	10
303	303	7	1	doloron	waras	xascicpous	masche	5	10	6
304	304	7	17	crosses	chilling	cunkfitlhyelt	continues	8	13	9
305	305	8	61	communes	restruction	bafpnksfms	bactions	11	10	8
306	306	4	347	land	invitor	ykwhprygradh	hopped	7	12	6
307	307	7	572	however	wartian	lgrazyroyyhdjprkishismalki	serain	7	26	6
308	308	8	2	israelis	transform	dfgktdskcxymecovesktmublbmecocgijluammttlrsopsuygkelim	construction	9	54	12
309	309	5	542	could	compets	wakgslyot	waras	7	9	5
310	310	4	16	push	diction	cniemwfkfpa	chilling	7	11	8
311	311	4	957	them	former	rherefflrcedaithion	restruction	6	19	11
312	312	4	509	back	afficially	ivulwac	invitor	10	7	7
313	313	3	26	ted	servants	wolifaxlg	wartian	8	9	7
314	314	6	20	turner	catties	kvannucutvnmtseied	transform	7	18	9
315	315	4	287	lost	hart	ckevkafwhigdtionerl	compets	4	19	7
316	316	7	215	control	bennield	dzkcubqlhmveqnato	diction	8	17	7
317	317	8	21	networks	carrele	ulzreqtgih	former	7	10	6
318	318	3	1	tbs	cassion	ifujxtr	afficially	7	7	10
319	319	3	11	tnt	cluble	jeyxanievovzkcssevdmetlysmenlyyestlu	servants	6	36	8
320	320	7	330	october	mary	jaiyiesflberajara	catties	4	17	7
321	321	10	4	nightclubs	rade	hxrt	hart	4	4	4
322	322	8	237	original	wesser	by	bennield	6	2	8
323	323	5	64	sense	archiels	xpkhnbyfrbimnit	carrele	8	15	7
324	324	3	208	put	strain	bezggtrian	cassion	6	10	7
325	325	5	216	shows	estitionship	zeuqlsdzronpsyofdewudraewepoyed	cluble	12	31	6
326	326	7	21	watched	content	msycknogleuj	mary	7	12	4
327	327	7	33	sitting	chrastrophic	jaSOSepurcj	rade	12	11	4
328	328	6	13	chairs	collects	wyyycreSOSjynbsuks	wesser	8	18	6
329	329	5	611	often	arroll	jesk	archiels	6	4	8
330	330	5	85	table	newston	jtc	strain	7	3	6
331	331	5	55	drink	communiest	juoiudlhmnhiyiq	estitionship	10	15	12
332	332	6	174	served	champease	nwol	content	9	4	7
333	333	4	7	amir	champet	chtbsixstzanpca	chrastrophic	7	15	12
334	334	6	1	peretz	bollow	pyllys	collects	6	6	8
335	335	6	1	nukati	dish	ameshaphuntccyql	arroll	4	16	6
336	336	3	157	bay	sentiled	necstuamsy	newston	8	10	7
337	337	5	1	judit	carcon	ecdjuctozlykbekosfcihhalljykinesrsox	communiest	6	36	10
338	338	5	1	reigl	terrow	cbqfdhaijh	champease	6	10	9
339	339	9	20	hungarian	photic	op	champet	6	2	7
340	340	7	26	painter	sholler	bojcptufiacies	bollow	7	14	6
341	341	4	141	mark	anarches	rfhw	dish	8	4	4
342	342	7	5	messier	moces	jmamil	sentiled	5	6	8
343	343	3	1721	new	angled	cluclieiq	carcon	6	9	6
344	344	4	500	york	formed	zhovriflv	terrow	6	9	6
345	345	7	75	rangers	proventing	phxkfecisizinamrint	photic	10	19	6
346	346	3	44	mrs	arrier	iwt	sholler	6	3	7
347	347	6	26	norman	aber	nebrea	anarches	4	6	8
348	348	6	200	joined	traction	mecessrom	moces	8	9	5
349	349	5	401	japan	ma	dmmsnbnb	angled	2	8	6
350	350	6	45	soccer	bold	fhlumd	formed	4	6	6
351	351	6	712	league	afficely	odratvitandg	proventing	8	12	10
352	352	4	253	side	seccially	yt	arrier	9	2	6
353	353	7	2	yomiuri	amon	kggewewkznfgbghqeotefphselfg	aber	4	28	4
354	354	5	108	serie	colonic	tcvztheuyafw	traction	7	12	8
355	355	4	13	maya	stard	ks	ma	5	2	2
356	356	7	1	memsaab	germania	ovibgicznhwvcmuvo	bold	8	17	4
357	357	6	58	memory	seque	awusnezcu	afficely	5	9	8
358	358	6	122	events	angle	peccig	seccially	5	6	9
359	359	5	1	evoke	colements	lhsylogicboarc	amon	9	14	4
360	360	12	50	particularly	tenal	cuybtuhpscaoq	colonic	5	13	7
361	361	6	170	strong	cales	xjivavsupubence	stard	5	15	5
362	362	7	15	emotion	prosounting	almo	clean	11	4	5
363	363	7	14	involve	called	yewnbim	germania	6	7	8
364	364	4	549	both	challer	xeqnc	seque	7	5	5
365	365	11	1	declarative	sences	abgjn	angle	6	5	5
366	366	10	3	procedural	cassin	umkeqoboolbezblcdws	colements	6	19	9
367	367	9	28	processes	sted	geboidsvp	tenal	4	9	5
368	368	4	9	milo	notal	cliedvy	cales	5	7	5
369	369	12	1	yiannopoulos	regiors	jrckoarkxashysesvlarintfuaudscuwbqly	prosounting	7	36	11
370	370	14	3	initialization	benance	eelpqmattagtercysfbacyyllrix	called	7	28	6
371	371	6	20	vector	sharl	inedatoytjilvts	challer	5	15	7
372	372	5	372	house	arresticial	esjcfpeibjyld	sences	11	13	6
373	373	4	623	each	influents	feo	cassin	9	3	6
374	374	3	1486	two	bocke	gSOStreqtl	sted	5	10	4
375	375	5	1	panas	montery	nygy	notal	7	4	5
376	376	11	19	constructed	action	rxgiwwakknodsawdhizanute	regiors	6	24	7
377	377	4	405	near	confest	gsnhumxi	benance	7	8	7
378	378	8	1	loishang	world	tqupukjzzat	sharl	5	11	5
379	379	11	9	partnership	briends	awtthwa	arresticial	7	7	11
380	380	8	38	ministry	manistor	iif	influents	8	3	9
381	381	9	121	education	selections	biciz	bocke	10	5	5
382	382	4	435	king	resceate	m	montery	8	1	7
383	383	5	139	queen	rooks	aaphiabzy	action	5	9	6
384	384	7	306	created	promotions	coqojasw	confest	10	8	7
385	385	5	2	rania	statter	wdtzurodi	world	7	9	5
386	386	5	379	award	sead	nwuexwmeiansijzsagnkshuaxoyxi	briends	4	29	7
387	387	10	5	excellence	artial	maxwutoavimean	manistor	6	14	8
388	388	7	1	atsushi	surver	wslogdpgynim	selections	6	12	10
389	389	8	1	katagiri	restern	jytcemstmfkstrimmg	resceate	7	18	8
390	390	4	826	born	cubbard	yogemgiph	rooks	7	9	5
391	391	8	292	japanese	cole	pytnugsftyenuhamznc	promotions	4	19	10
392	392	8	448	football	polture	wtitcsrawSOSimvtid	statter	7	18	7
393	393	6	480	player	treats	plodrucswaznu	sead	6	13	4
394	394	6	52	garden	internation	frsowlheviahxzecystaguemet	formed	11	26	6
395	395	9	2	diverting	contriction	wilmandh	artial	11	8	6
396	396	6	61	branch	excaion	survex	surver	7	6	6
397	397	4	2	epte	spetition	fsvedvhsxunitualgflooytrpedh	flood	9	28	5
398	398	11	106	established	carmines	rvskumjzst	restern	8	10	7
399	399	5	515	water	chusing	cujbagydgaklambyp	cubbard	7	17	7
400	400	3	1447	its	mertal	dila	cole	6	4	4
401	401	6	286	famous	realed	vnlbwatzwoaszftonq	polture	6	18	7
402	402	4	12	lily	archistopher	ubgjeszmi	treats	12	9	6
403	403	4	10	pond	suring	idopdektxroztotk	internation	6	16	11
404	404	6	147	bridge	surivients	cphnulryvzt	contriction	10	11	11
405	405	8	244	division	camollow	elcai	excaion	8	5	7
406	406	4	210	race	news	sp	spetition	4	2	9
407	407	8	80	distance	plaired	dajuincyodisapelucatifol	carmines	7	24	8
408	408	4	74	coat	communist	drujiianvyed	chusing	9	12	7
409	409	4	121	arms	subpressing	jwatmorma	mertal	11	9	6
410	410	7	29	symbols	spending	r	realed	8	1	6
411	411	7	36	typical	seake	jfcl	archistopher	5	4	12
412	412	10	39	industries	proside	kjcklqwwmemyccomarqwprinfb	suring	7	26	6
413	413	8	322	district	countrystanual	mqfagiet	surivients	14	8	10
414	414	8	920	national	starl	fymoansf	camollow	5	8	8
415	415	9	5	snowboard	invition	nwiuwa	news	8	6	4
416	416	4	312	held	surrors	osmsrucil	plaired	7	9	7
417	417	7	16	vermont	banner	SOShuvunffseosty	communist	6	16	9
418	418	7	56	suicide	interestant	wjwqenoymsmatexgitvqtaecaysiksoilmescli	subpressing	11	39	11
419	419	3	246	six	invelentions	spamtibuhtitywoztet	spending	12	19	8
