	idx	natural_length	frequencies	natural	fcfs	caplan	caplan_low_temperature	fcfs_length	caplan_length	caplan_low_temperature_length
38	38	7	16	sherman	patterliant	gatwwsloxkh	patterliant	11	11	11
39	39	3	58935	the	internations	ilro	internations	12	4	12
40	40	4	1099	city	bruds	yaverrixptedoobfs	bruds	5	17	5
41	41	2	12757	is	wold	wylabuse	wold	4	8	4
42	42	2	147	km	metres	mypghsx	metres	6	7	6
43	43	4	430	east	spectricus	spegzrgsg	spectricus	10	9	10
44	44	2	27408	of	attempt	atfxpleh	attempt	7	8	7
45	45	8	12	dortmund	decision	dvnsponubilous	decision	8	14	8
46	46	4	530	west	production	hiloivogeees	production	10	12	10
47	47	9	3	paderborn	promiced	pzome	promiced	8	5	8
48	48	1	415	w	asses	zsfl	asses	5	4	5
49	49	1	235	k	person	on	person	6	2	6
50	50	1	148	y	tards	tnyericmykivoledum	tards	5	18	5
51	51	5	69	yeung	mosical	mgsimzduagpe	mosical	7	12	7
52	52	2	645	us	fielder	fyequnpcottomsa	fielder	7	15	7
53	53	9	130	billboard	onlond	oklondzwc	onlond	6	9	6
54	54	3	185	hot	fan	fanurusm	fan	3	8	3
55	55	5	259	india	bullet	bujnezrvebearswkkys	bullet	6	19	6
56	56	6	5	bhopal	descors	ypayllshyunnyits	descors	7	16	7
57	57	5	1	aleut	emperced	xzccqwudointo	emperced	8	13	8
58	58	5	244	lived	defeat	upfldaby	defeat	6	8	6
59	59	7	270	special	policious	povlufiit	policious	9	9	9
60	60	6	83	houses	refurred	que	refurred	8	3	8
61	61	6	1422	called	pole	boketelecs	pole	4	10	4
62	62	8	1	barabara	devotion	nydfywls	devotion	8	8	8
63	63	12	20	subsequently	sail	gaild	sail	4	5	4
64	64	4	1609	many	survived	iurswa	survived	8	6	8
65	65	9	415	important	lack	lccer	lack	4	5	4
66	66	13	404	international	bedy	bqdfpinsa	bedy	4	9	4
67	67	5	16	tours	adardings	ndewlyposomist	adardings	9	14	9
68	68	3	1	ndt	date	seotide	servent	4	7	7
69	69	4	2294	have	marrica	x	date	7	1	4
70	70	5	166	taken	archest	mpklbc	marrica	7	6	7
71	71	5	456	place	recipine	o	archest	8	1	7
72	72	4	1	incl	protests	vkcctumfittney	recipine	8	14	8
73	73	6	21	hughes	dance	pr	protests	5	2	8
74	74	4	544	died	monnex	dnhnstko	dance	6	8	5
75	75	7	36	houston	emine	xovmng	monnex	5	6	6
76	76	5	578	while	hapes	zkgonh	emine	5	6	5
77	77	5	587	being	servatory	zhaqorwabie	hapes	9	11	5
78	78	5	324	moved	desirated	infrewowncarssqiiezflyopnprokapo	servatory	9	32	9
79	79	2	16618	to	dacter	yutorawsempi	desirated	6	12	9
80	80	1	19008	a	misser	kycxdhdojs	dacter	6	10	6
81	81	8	93	hospital	sachanger	mctjeruuyhyhm	misser	9	13	6
82	82	6	132	mexico	deathed	lzccaunaw	sachanger	7	9	9
83	83	2	6313	he	sained	deagdell	deathed	6	8	7
84	84	7	275	married	arabet	iai	sained	6	3	6
85	85	6	1	sallie	floors	aufwof	arabet	6	6	6
86	86	6	7	hansen	hurses	ffboyegdawemtle	floors	6	15	6
87	87	5	8	hound	sprint	hrbnewy	hurses	6	7	6
88	88	3	84	dog	north	sprdutplydys	sprint	5	12	6
89	89	2	6267	on	sporting	npkfiakatpoo	north	8	12	5
90	90	9	367	september	poit	qpokacvifter	sporting	4	12	8
91	91	3	538	day	forter	woiytxkikegos	poit	6	13	4
92	92	5	1824	after	distinctics	ftituaqoo	forter	11	9	6
93	93	8	21	massacre	discribunt	dsbygraxmicsodswp	distinctics	10	17	11
94	94	3	2	anc	reland	diligz	discribunt	6	6	10
95	95	8	526	released	alto	jrkansliacezm	reland	4	13	6
96	96	9	26	statement	companion	ifftd	alto	9	5	4
97	97	9	3	demanding	arriving	chiralairbssying	companion	8	16	9
98	98	4	5395	that	charloward	orqguynqojaedwawteamparkian	arriving	10	27	8
99	99	4	1	oupa	antersent	fh	charloward	9	2	10
100	100	5	1	gqozo	cained	ajaekdkup	antersent	6	9	9
101	101	2	2838	be	support	cniwhartacnmscotuucuuleuscydom	cained	7	30	6
102	102	7	87	removed	told	nuchypw	support	4	7	7
103	103	2	5447	as	leigrand	lolu	told	8	4	4
104	104	6	212	leader	parters	lxiglea	leigrand	7	7	8
105	105	6	4	ciskei	pop	pasoedsxryinguyeoks	parters	3	19	7
106	106	7	68	section	lands	poptes	pop	5	6	3
107	107	8	85	security	present	lkeryoulmazinwers	lands	7	17	5
108	108	3	168	act	percents	pgkjevfolkh	present	8	11	7
109	109	5	2176	which	pregnance	pytrwepobew	percents	9	11	8
110	110	9	11	prevented	spire	xdermochs	pregnance	5	9	9
111	111	9	208	political	irsing	qymxpnl	spire	6	7	5
112	112	8	53	activity	marine	ivsqarysgukueskd	irsing	6	16	6
113	113	7	3	revoked	barian	urxukeedichturwthnodygnec	marine	6	25	6
114	114	5	720	south	argument	bayiwh	barian	8	6	6
115	115	7	122	african	providers	avqllhdnfqwlebkdvigzhacmiou	argument	9	27	8
116	116	8	240	military	bata	ubxtrerokc	providers	4	10	9
117	117	12	32	intelligence	saccifle	yboacknhyirdglba	bata	8	16	4
118	118	9	39	officials	concented	fyyggnowoyyeu	saccifle	9	13	8
119	119	4	4362	from	carton	epsbumpfhsaevweibtywnsnnts	concented	6	26	9
120	120	7	7	muppets	boot	cnxqudmoluctfeoduoed	carton	4	20	6
121	121	4	306	take	prevident	io	boot	9	2	4
122	122	9	32	manhattan	connect	pfcvstodfrius	prevident	7	13	9
123	123	7	26	crossed	willshim	xjpgciefby	connect	8	10	7
124	124	5	13	indus	religal	w	willshim	7	1	8
125	125	5	584	river	spares	rg	religal	6	2	7
126	126	8	70	attacked	andreas	ywupvgad	spares	7	8	6
127	127	6	15	lahore	santailic	a	andreas	9	1	7
128	128	3	456	now	accoved	santhidncwylrhway	santailic	7	17	9
129	129	4	881	part	gening	acanzeiywohoxicodkocmvisppded	accoved	6	29	7
130	130	8	94	pakistan	marthing	geypblioyllsla	gening	8	14	6
131	131	7	3	tarrant	marria	metscpecy	marthing	6	9	8
132	132	6	3	nadine	bring	lwdddar	marria	5	7	6
133	133	5	14	frost	setence	ormng	bring	7	5	5
134	134	11	9	libertarian	everus	greinizeurnomsclubembes	setence	6	23	7
135	135	9	70	candidate	secreding	qvoy	everus	9	4	6
136	136	3	6945	for	parasitical	fecbed	secreding	11	6	9
137	137	6	86	senate	princes	pasicespunhhnmadf	parasitical	7	17	11
138	138	7	136	premier	hella	fsytony	princes	5	7	7
139	139	6	706	league	case	hcplasihtlevounc	hella	4	16	5
140	140	2	6627	it	para	vuve	case	4	4	4
141	141	6	77	spread	wart	eybamsxly	para	4	9	4
142	142	6	134	across	tears	wx	wart	5	2	4
143	143	6	1140	united	ready	tejhusacdwpk	tears	5	12	5
144	144	6	1044	states	grave	kbakfcdomudif	ready	5	13	5
145	145	9	694	different	particust	gstvhteivxouy	grave	9	13	5
146	146	5	110	forms	cored	pgydualyvomeaggoit	particust	5	18	9
147	147	6	1	hayden	seating	qirmmife	cored	7	8	5
148	148	8	335	december	arrange	ofgyyptton	seating	7	10	7
149	149	7	55	digital	albones	qpraucaodb	arrange	7	10	7
150	150	5	26	audio	anna	alsolwfibingihn	albones	4	15	7
151	151	5	29	files	banna	acsulfde	anna	5	8	4
152	152	3	1866	can	flace	zmdnochusherau	banna	5	14	5
153	153	3	2320	one	truins	xixa	flace	6	4	5
154	154	8	138	computer	charger	kluickenmwasnsnonsulcy	truins	7	22	6
155	155	7	452	another	sates	ciocsbrino	charger	5	10	7
156	156	8	104	chemical	tounisa	edepek	sates	7	6	5
157	157	5	25	bonds	standing	tSOSiniszqum	tounisa	8	12	7
158	158	3	5168	are	panish	sbezxeikekdwandmutbpighpel	standing	6	26	8
159	159	10	3	negatively	campific	jpophferd	panish	8	9	6
160	160	7	36	charged	theoling	kamshmagnzeyecz	campific	8	15	8
161	161	9	41	electrons	mastaning	baoshdipram	servent	9	11	7
162	162	7	5	pulling	care	to	theoling	4	2	8
163	163	7	20	protons	neighbots	zusjacavedhmw	mastaning	9	13	9
164	164	4	1125	into	describes	SOSu	care	9	4	4
165	165	4	618	each	abrisons	nzkyzritscys	neighbots	8	12	9
166	166	5	1788	other	constitute	dwskhrexpaihny	describes	10	14	9
167	167	6	11	bricks	communical	qbruosmokerwby	abrisons	10	14	8
168	168	8	226	building	sitcle	exyudcooizy	constitute	6	11	10
169	169	3	1005	may	ison	p	communical	4	1	10
170	170	4	1272	made	passess	salsl	sitcle	7	5	6
171	171	3	14	mud	ears	j	ison	4	1	4
172	172	7	404	january	bound	glfzhumlzua	passess	5	11	7
173	173	6	39	warner	marse	ezspeckhby	ears	5	10	4
174	174	14	33	communications	dispania	bwemnzugiees	bound	8	12	5
175	175	8	36	acquired	camp	ix	marse	4	2	5
176	176	7	2	lorimar	particity	dirm	dispania	9	4	8
177	177	12	1	telepictures	massicual	nlllwgescnegexa	camp	9	15	4
178	178	7	4	shaking	content	paqsfbk	particity	7	7	9
179	179	3	336	off	premention	mysouscukihn	massicual	10	12	9
180	180	7	7	hostile	garlends	csrocsitusnewirdweb	content	8	19	7
181	181	8	12	takeover	watch	weklesequatly	premention	5	13	10
182	182	7	337	company	prented	zafnen	garlends	7	6	8
183	183	4	310	list	serient	wla	watch	7	3	5
184	184	4	1224	more	operated	gubnjvwljvinlll	prented	8	15	7
185	185	6	180	indian	cruch	ekgisam	serient	5	7	7
186	186	5	29	poems	leving	opr	operated	6	3	8
187	187	6	3	mozgov	lay	crubrou	cruch	3	7	5
188	188	4	2651	also	stech	lgmkuquehewcrriee	leving	5	17	6
189	189	6	651	played	responsible	loydenils	lay	11	9	3
190	190	6	1	khimki	senders	sxxmolne	stech	7	8	5
191	191	6	49	moscow	ported	rqSOSnmbnyth	responsible	6	12	11
192	192	6	271	region	dominion	sforexnul	senders	8	9	7
193	193	6	892	during	doccride	ppiam	ported	8	5	6
194	194	5	47	reign	sacres	d	dominion	6	1	8
195	195	6	128	edward	cher	ugoy	doccride	4	4	8
196	196	2	355	ii	morked	sacsauSOSpilhkphoxynvlilkuwukyrmfiptird	sacres	6	39	6
197	197	7	29	liberty	realized	zedcoydina	cher	8	10	4
198	198	8	32	subjects	distriams	mo	morked	9	2	6
199	199	6	62	stated	surving	fumbaloiusymsitmeofsetsopms	realized	7	27	8
200	200	3	293	law	convirt	vietbvetkly	distriams	7	11	9
201	201	4	350	land	sen	wuvkgsix	surving	3	8	7
202	202	8	75	remained	landing	vhnvcfaglethvoi	convirt	7	15	7
203	203	3	613	use	seprede	ansy	sen	7	4	3
204	204	7	324	england	relatively	kvpmiiedinemssuapy	landing	10	18	7
205	205	3	654	did	cheee	ozab	seprede	5	4	7
206	206	3	230	lot	shared	reymewv	relatively	6	7	10
207	207	7	26	improve	wase	cleenangmedian	cheee	4	14	5
208	208	10	141	especially	information	zadyedanlgsrod	shared	11	14	6
209	209	6	255	church	presence	wlfutghbrasinvay	wase	8	16	4
210	210	5	724	music	generation	izezmmarsistd	information	10	13	11
211	211	10	67	conference	article	pcopjy	presence	7	6	8
212	212	7	194	eastern	ford	g	generation	4	1	10
213	213	4	573	john	mathematical	SOSSOSdickeeb	article	12	13	7
214	214	4	381	good	collect	SOSSOSkgnkfcswylturuuekam	ford	7	25	4
215	215	4	100	jean	artied	zltwlyizzve	mathematical	6	11	12
216	216	2	153	le	correinded	mblig	collect	10	5	7
217	217	3	15	bon	handa	aqhiedy	artied	5	7	6
218	218	4	202	paul	michileve	vmrbyinu	correinded	9	8	10
219	219	1	637	e	brigned	havagzavaxuhiaspuay	handa	7	19	5
220	220	6	3	patton	premiere	mihziqzlymtaui	michileve	8	14	9
221	221	4	286	line	brakes	bwystjizzsnyed	brigned	6	14	7
222	222	5	59	floor	solutions	fhrtskwpe	premiere	9	9	8
223	223	6	2	sloped	palases	bhzwbpcalavleinbot	brakes	7	18	6
224	224	4	79	meet	sevouns	mopnpseonol	solutions	7	11	9
225	225	5	50	walls	forton	palpkeswermitmsm	palases	6	16	7
226	226	1	245	p	libins	quvonlv	sevouns	6	7	7
227	227	12	1	bharathiraja	an	fobtofze	forton	2	8	6
228	228	3	3758	his	stalling	lutidfv	libins	8	7	6
229	229	7	145	parents	annerce	ln	an	7	2	2
230	230	5	106	birth	experting	ps	production	9	2	10
231	231	7	74	unknown	hallows	xgglanm	stalling	7	7	8
232	232	6	28	runner	decorations	ynojhcatoory	annerce	11	12	7
233	233	2	993	up	alt	ebittliessaceers	experting	3	16	9
234	234	6	7	harrow	garders	ytln	hallows	7	4	7
235	235	3	128	bus	cathorides	dncmrsvters	decorations	10	11	11
236	236	7	218	station	recerd	ulanaksma	alt	6	9	3
237	237	8	19	circular	extended	gyff	garders	8	4	7
238	238	8	231	province	brama	decys	cathorides	5	5	10
239	239	6	31	punjab	substection	kackxd	recerd	11	6	6
240	240	3	9794	was	bocks	enswalling	extended	5	10	8
241	241	7	119	divided	share	brwziegi	brama	5	8	5
242	242	7	718	between	particle	uufuzlbiktbyimgopfozu	substection	8	21	11
243	243	3	1738	new	demicinations	bn	bocks	13	2	5
244	244	9	12	republics	companic	rynect	realized	8	6	8
245	245	5	8	abbas	tribut	rytakufzixoda	share	6	13	5
246	246	7	98	leading	corto	pirdwtyruangs	particle	5	13	8
247	247	10	81	politician	erior	ildcvisattromtohalvy	demicinations	5	20	13
248	248	5	2	fatah	indectist	zbteasohucspardinnv	companic	9	19	8
249	249	5	185	seven	gitar	taiushiccaxe	tribut	5	12	6
250	250	7	203	similar	solute	mrwsyveerbe	marse	6	11	5
251	251	5	9	posts	complete	nvrytcldd	corto	8	9	5
252	252	4	2821	were	budder	errorzyqoluapom	erior	6	15	5
253	253	8	77	captured	somely	iuddfistruno	indectist	6	12	9
254	254	4	486	what	brieff	gdbokvdmpvpidripvy	gitar	6	18	5
255	255	6	911	became	discovery	SOSoadfmokhoecxwarfnnu	solute	9	22	6
256	256	5	901	known	desciate	cuebkedyno	complete	8	10	8
257	257	8	1	pontiacs	free	budns	budder	4	5	6
258	258	8	7	uprising	procuded	qovensidpex	somely	8	11	6
259	259	5	7	hesse	descripted	iytett	brieff	10	6	6
260	260	6	1	hessen	tarknith	flyogu	discovery	8	6	9
261	261	6	123	womens	reem	dksyicd	desciate	4	7	8
262	262	2	40	kg	remigners	urxe	free	9	4	4
263	263	5	17	edgar	argulanda	pniptpei	procuded	9	8	8
264	264	3	83	ray	man	d	descripted	3	1	10
265	265	6	2	killen	capturing	twdtnfhilicrooowuzuvtpfuoukysp	tarknith	9	30	8
266	266	8	949	american	server	vrem	reem	6	4	4
267	267	2	6	ku	comministrial	rimq	remigners	13	4	9
268	268	4	4	klux	incertime	argols	argulanda	9	6	9
269	269	4	5	klan	strope	owc	man	6	3	3
270	270	9	25	convicted	contrede	gef	asses	8	3	5
271	271	8	8	murderer	bromatory	ijwem	capturing	9	5	9
272	272	7	18	murders	archive	swicqvexnivylese	server	7	16	6
273	273	6	1	chaney	text	ugvuissudlic	comministrial	4	12	13
274	274	7	15	goodman	finish	ikiwul	incertime	6	6	9
275	275	9	1	schwerner	composed	vtslafy	strope	8	7	6
276	276	7	78	further	lane	cvn	contrede	4	3	8
277	277	10	13	procedures	communication	bfnr	bromatory	13	4	9
278	278	8	62	required	pootly	SOSbcsutsaggeeehs	archive	6	17	7
279	279	7	5	confirm	toppes	xtolavouishmiusn	text	6	16	4
280	280	8	35	presence	complection	finpakyrupdmt	finish	11	13	6
281	281	9	15	pulmonary	copers	ip	composed	6	2	8
282	282	12	8	hypertension	concert	lphws	lane	7	5	4
283	283	7	3	exclude	longs	qvytuaminsisihnseores	communication	5	21	13
284	284	8	148	possible	poll	otoylgpridse	pootly	4	12	6
285	285	9	2	diagnoses	shoot	voetymiivikzsoa	toppes	5	15	6
286	286	7	22	counter	faturia	cewilikocyotidtowrh	complection	7	19	11
287	287	8	22	protests	stadion	cgoyornnaenglez	copers	7	15	6
288	288	4	285	held	fineline	corekosiude	concert	8	11	7
289	289	8	4	sarajevo	police	lykcium	longs	6	7	5
290	290	4	73	anti	steath	pcenpijm	poll	6	8	4
291	291	4	16	lgbt	travisition	yzhopkqsawghar	shoot	11	14	5
292	292	6	211	groups	considering	fsSOSupxfukzved	faturia	11	15	7
293	293	2	3816	at	trains	flamdakcaryhn	stadion	6	13	7
294	294	4	578	same	stanes	fioetonxoq	fineline	6	10	8
295	295	4	1407	time	homan	ppxruerelbpt	police	5	12	6
296	296	5	15	pride	maring	nvla	steath	6	4	6
297	297	6	20	parade	grand	travir	travisition	5	6	11
298	298	4	210	lake	attactions	cbilkagmdryatuarea	considering	10	18	11
299	299	4	51	anna	books	nsdayq	trains	5	6	6
300	300	3	2498	has	princess	wsgnugyhoalymptirnyheouczdmynkkbgqgih	stanes	8	37	6
301	301	4	911	very	brock	hofadld	homan	5	7	5
302	302	7	145	numbers	bruns	jrywrioneld	maring	5	11	6
303	303	7	109	channel	excress	gpsnihn	grand	7	7	5
304	304	7	4	catfish	demends	fkpmbiuwhsfriohmrouzs	attactions	7	21	10
305	305	4	5326	with	then	boo	books	4	3	5
306	306	9	3	averaging	friend	pli	princess	6	3	8
307	307	6	24	pounds	panche	byma	brock	6	4	5
308	308	5	8	freud	homing	lynex	bruns	6	5	5
309	309	9	35	describes	lacks	nfcvel	excress	5	6	7
310	310	5	759	three	andonis	demyt	demends	7	5	7
311	311	5	188	types	possession	ohktbdogy	then	10	9	4
312	312	6	27	dreams	back	frldywebfdhhsmayl	friend	4	17	6
313	313	4	182	elst	neword	pa	panche	6	2	6
314	314	7	5	redwood	serves	hnov	homing	6	4	6
315	315	6	163	street	northbart	lycxaiizandha	lacks	9	13	5
316	316	7	90	running	rone	akopwawkneiyahnsksed	andonis	4	20	7
317	317	5	647	north	charget	vosew	possession	7	5	10
318	318	10	111	parliament	shi	backfunytenaeupcypebhly	back	3	23	4
319	319	6	114	square	traveline	nufzamrosl	neword	9	10	6
320	320	7	79	towards	manuarian	lyit	serves	9	4	6
321	321	11	120	traditional	weind	narckptvcpaucanvy	northbart	5	17	9
322	322	7	2	charing	motures	jonjitSOS	rone	7	9	4
323	323	5	122	cross	consider	c	charget	8	1	7
324	324	8	203	southern	shari	nxream	shi	5	6	3
325	325	3	408	end	deport	tqrwnctnevaun	traveline	6	13	9
326	326	9	9	trafalgar	commit	i	manuarian	6	1	9
327	327	6	30	marked	portries	quindarpow	weind	8	10	5
328	328	6	44	statue	comelication	mozne	motures	12	5	7
329	329	7	190	charles	secretty	chis	consider	8	4	8
330	330	5	592	often	sexually	yhbusyorachogy	shari	8	14	5
331	331	8	38	regarded	corned	neqo	deport	6	4	6
332	332	5	193	heart	mestation	cev	commit	9	3	6
333	333	6	335	london	tributed	pocwniloprycustifioday	portries	8	22	8
334	334	6	4	stefan	hard	jtmeysgiduapcydle	comelication	4	17	12
335	335	6	8	kramer	commerces	neynrawkshuljs	secretty	9	14	8
336	336	6	27	jungle	editor	jextiescy	sexually	6	9	8
337	337	4	41	cats	signal	cwr	corned	6	3	6
338	338	4	20	ears	portable	meskmlmozuumx	mestation	8	13	9
339	339	5	67	helps	revious	griketemc	tributed	7	9	8
340	340	3	85	cat	final	huziv	hard	5	5	4
341	341	4	158	know	argum	nikknch	north	5	7	5
342	342	5	725	where	play	b	commerces	4	1	9
343	343	3	1487	its	fast	yalrmdonyonogysessman	editor	4	21	6
344	344	4	44	prey	discrop	qiwaacilooetokyltarerss	signal	7	23	6
345	345	8	64	colorado	simming	botca	portable	7	5	8
346	346	9	19	avalanche	investiges	jzvhhpruwdees	revious	10	13	7
347	347	4	3695	they	consecution	fytazfiged	final	11	10	5
348	348	7	9	parable	embrya	xo	argum	6	2	5
349	349	3	14	ear	signally	nl	play	8	2	4
350	350	5	16	grain	speaching	xasnmusnriy	fast	9	11	4
351	351	5	25	wheat	reprotest	cerxedles	corned	9	9	6
352	352	4	171	date	comprented	qhg	discrop	10	3	7
353	353	4	24	palm	christian	yifoi	simming	9	5	7
354	354	5	30	shoot	cantrick	ihwoosleeys	investiges	8	11	10
355	355	6	7	behalf	less	erdrprhtraiabif	consecution	4	15	11
356	356	8	1	melikdom	prison	na	embrya	6	2	6
357	357	8	1	kashatag	story	odggwymtriginsehwral	signally	5	20	8
358	358	8	23	belonged	soce	gykstocpywhic	speaching	4	13	9
359	359	8	1	aykazyan	branch	rriqhrqquisteifhemomyotmatanb	reprotest	6	29	9
360	360	6	496	family	thrina	gulr	comprented	6	4	10
361	361	8	16	document	sittona	cskhire	christian	7	7	9
362	362	7	304	written	casped	lnobdiie	cantrick	6	8	8
363	363	7	46	persian	castic	lezrid	less	6	6	4
364	364	9	19	preserved	brand	pwts	prison	5	4	6
365	365	7	23	besides	cares	ilopydscc	story	5	9	5
366	366	8	67	speaking	forming	hobernn	soce	7	7	4
367	367	8	25	armenian	shoen	bhorvn	branch	5	6	6
368	368	5	73	speak	context	iqkitah	thrina	7	7	6
369	369	5	127	serie	wather	sittbhay	sittona	6	8	7
370	370	5	23	vegas	stand	zuspbdwnaque	casped	5	12	6
371	371	6	128	golden	shirt	cusiigqpssktrnpickamolown	castic	5	25	6
372	372	7	37	knights	fork	bpatismewound	brand	4	13	5
373	373	7	1	shimura	policial	wigeybodnes	cares	8	11	5
374	374	6	182	joined	reverses	qou	concert	8	3	7
375	375	7	227	changed	comminitions	fanbddtxf	forming	12	9	7
376	376	6	125	comedy	processing	unktzxskwlmsentex	shoen	10	17	5
377	377	5	121	style	shacked	cqrabke	context	7	7	7
378	378	6	1	ikaria	electron	wnytfudsoplonsfood	wather	8	18	6
379	379	6	1	swayed	believe	xtownwichsesf	stand	7	13	5
380	380	7	311	members	enterporaly	evyd	shirt	11	4	5
381	381	8	2	indecent	troy	ur	trains	4	2	6
382	382	5	66	roles	bett	fooknnyvd	fork	4	9	4
383	383	4	233	star	discustor	poyesfothessy	policial	9	13	8
384	384	4	15	trek	viral	rgextecblesm	reverses	5	12	8
385	385	2	42	vi	concerto	ltbc	comminitions	8	4	12
386	386	12	2	undiscovered	terrors	rcs	processing	7	3	10
387	387	7	417	country	pil	hfbckixgrima	shacked	3	12	7
388	388	6	50	height	nates	eSOSvhnie	electron	5	9	8
389	389	7	7	weighed	take	kevabouyvewbyglhoivsi	believe	4	21	7
390	390	2	14	lb	facted	euiSOSscmfwezuznigmiuid	enterporaly	6	23	11
391	391	5	62	quite	steaths	troywidsnianihang	troy	7	17	4
392	392	6	565	number	spitted	bmeSOSru	bett	7	8	4
393	393	10	9	theatrical	regulance	vqriup	discustor	9	6	9
394	394	5	235	works	refix	qiendessmix	singer	5	11	6
395	395	4	1126	been	cordinations	vvSOSqix	viral	12	8	5
396	396	5	355	based	bools	novwarsggo	concerto	5	10	8
397	397	5	2	keans	repleation	tecorcgq	terrors	10	8	7
398	398	4	546	life	mard	hifngay	pil	4	7	3
399	399	4	759	such	simal	ntuescysmcdioupe	nates	5	16	5
400	400	5	509	since	formation	eargmhtsabdrseknhoo	take	9	19	4
401	401	3	2810	not	malint	ociacgpy	facted	6	8	6
402	402	5	146	prime	restart	vmezihsoiltmu	steaths	7	13	7
403	403	13	2	factorization	residence	spattewit	spitted	9	9	7
404	404	8	3	weinberg	particulal	reg	regulance	10	3	9
405	405	9	3	pioneered	partains	ototybengmise	story	8	13	5
406	406	7	91	studies	annagen	r	refix	7	1	5
407	407	5	17	twins	moting	u	archive	6	1	7
408	408	9	161	developed	samples	cskiludablaeo	cordinations	7	13	12
409	409	10	19	techniques	pristine	bwdruekoskwri	bools	8	13	5
410	410	7	3	analyse	hork	r	repleation	4	1	10
411	411	10	3	phenotypic	contents	wqi	mard	8	3	4
412	412	9	24	variation	baran	jimsytenusulezwore	simal	5	18	5
413	413	4	3476	this	discoveries	folzzqahe	formation	11	9	9
414	414	6	84	reason	documence	mlSOSebhisaxch	malint	9	14	6
415	415	4	2	hgnc	airplier	rgvhmsmwyxSOSepmendeudg	restart	8	23	7
416	416	7	155	changes	carrier	rhwf	residence	7	4	9
417	417	4	42	gene	fredwishs	jaznwiopalnvir	particulal	9	14	10
418	418	4	734	name	autton	plmxaitc	partains	6	8	8
419	419	4	1083	only	bload	abnagnng	annagen	5	8	7
420	420	2	737	if	polls	hiydqwiode	moting	5	10	6
421	421	9	61	agreement	file	jSOSupzdsod	samples	4	11	7
422	422	6	212	change	predecestry	popsmafly	pristine	11	9	8
423	423	3	272	got	arrondo	hkxinesnkrmo	hork	7	12	4
424	424	4	1362	most	stranger	cchel	contents	8	5	8
425	425	11	24	researchers	antine	byhbaft	baran	6	7	5
426	426	7	173	working	albian	dflvrymyh	discoveries	6	9	11
427	427	2	57	ny	boan	dltqxdsysaon	documence	4	12	9
428	428	7	91	rangers	guine	zibverbupad	airplier	5	11	8
429	429	8	3	differed	ray	xuxasohthgyphpeniielagieauarlynigsmed	carrier	3	37	7
430	430	6	122	length	hurall	frepvpd	fredwishs	6	7	9
431	431	3	1795	but	dominitions	ounrowrirved	autton	11	12	6
432	432	8	5	marmande	protest	blo	bload	7	3	5
433	433	5	227	point	manth	nscstgoons	north	5	10	5
