	idx	natural_length	frequencies	natural	fcfs	caplan	caplan_low_temperature	fcfs_length	caplan_length	caplan_low_temperature_length
176	176	7	3	mortars	traised	tyooerfburgq	trades	7	12	6
177	177	3	1971	had	marce	hpg	horter	5	3	6
178	178	7	2	caliber	comperited	cbhlev	combet	10	6	6
179	179	6	29	inches	eat	wphceriacywtenpezhokoghgskmyus	marces	3	30	6
180	180	4	234	word	told	traiupo	traised	4	7	7
181	181	8	6	venetian	discosted	gaxigahg	marce	9	8	5
182	182	5	335	means	defision	ocSOSSOSevahrexht	comperited	8	17	10
183	183	6	126	street	metit	eacwhukiqazagea	eat	5	15	3
184	184	3	209	led	pear	ttpdilyrs	told	4	9	4
185	185	7	5	despair	readdire	nisnzsneaca	discosted	8	11	9
186	186	9	2	rejection	determant	ioribitegelnaz	defision	9	14	8
187	187	3	3796	his	line	wghib	metit	4	5	5
188	188	5	85	novel	accident	nparayweSOSswll	pear	8	15	4
189	189	5	1427	about	surrounds	reftdi	readdire	9	6	8
190	190	7	5	pontius	medical	jrtbend	determant	7	7	9
191	191	6	6	pilate	sad	lwh	line	3	3	4
192	192	6	24	christ	drobe	yynhdelrl	accident	5	9	8
193	193	6	73	master	republish	sswnjyteskcoi	surrounds	9	13	9
194	194	5	41	burns	content	neeesxanrys	medical	7	11	7
195	195	10	16	manuscript	brone	aqd	sad	5	3	3
196	196	5	45	turns	mathes	orohcochagidin	drobe	6	14	5
197	197	4	451	back	argues	rebmonbhhooncoaptanlryho	republish	6	24	9
198	198	4	213	real	decore	crikuok	content	6	7	7
199	199	9	388	including	physicial	bpznejwes	brone	9	9	5
200	200	7	12	devoted	terms	maxnysuboa	mathes	5	10	6
201	201	5	18	lover	enfert	arxlswnwmcvilpayywresmofiilaakuht	argues	6	33	6
202	202	9	5	margarita	applosion	femm	decore	9	4	6
203	203	7	100	retired	comment	jtypicnho	physicial	7	9	9
204	204	9	1	sriwijaya	cop	otSOSxugqixaelhmywwhkhz	terms	3	23	5
205	205	6	71	flight	disast	eufgxowideonslirhe	enfert	6	18	6
206	206	4	5669	that	strained	xpjipxfimbtao	applosion	8	13	9
207	207	8	32	supposed	madida	chembyjd	comment	6	8	7
208	208	2	393	go	bured	hnpoyrzwwslym	cop	5	13	3
209	209	4	4297	from	marting	diflo	disast	7	5	6
210	210	7	3	jakarta	states	kodslwefhug	strained	6	11	8
211	211	9	1	pontianak	step	fodfyspizs	madida	4	10	6
212	212	7	464	another	malan	b	bured	5	1	5
213	213	4	1182	city	shrine	mlhbmulf	marting	6	8	7
214	214	9	33	indonesia	finald	fo	states	6	2	6
215	215	7	91	theatre	sauthere	qntSOSw	step	8	7	4
216	216	5	20	guild	came	malnniwaz	malan	4	9	5
217	217	7	96	peoples	tile	jdvsneofkee	shrine	4	11	6
218	218	5	507	party	traise	fffcdygiennimpquaryhvid	finald	6	23	6
219	219	7	80	freedom	clitting	slhtovtevorkwiwwb	sauthere	8	17	8
220	220	9	44	democracy	market	raqytixa	came	6	8	4
221	221	3	1499	two	seets	tileziscr	tile	5	9	4
222	222	8	90	brothers	burgest	jbwykz	traise	7	6	6
223	223	6	1	mircea	sape	clydyi	clitting	4	6	8
224	224	4	796	born	topper	frzvzheslepriushd	market	6	17	6
225	225	1	346	c	law	rcycleyovagyfcmiqt	marce	3	18	5
226	226	4	3	radu	minor	vzwgxog	seets	5	7	5
227	227	5	105	speed	breathed	b	burgest	8	1	7
228	228	7	11	skating	interpots	lapkobbhrduren	sape	9	14	4
229	229	5	17	venue	shorts	tojosz	topper	6	6	6
230	230	8	111	standard	castly	lrh	law	6	3	3
231	231	9	5	deviation	inceptions	mjfo	minor	10	4	5
232	232	5	106	tells	sena	oresbegant	breathed	4	10	8
233	233	3	418	how	attrects	inhoitooqyyk	interpots	8	12	9
234	234	6	74	widely	interrated	grdr	shorts	10	4	6
235	235	7	135	numbers	entrasted	issretlmfsoifteeccletlyqp	assisted	9	25	8
236	236	6	82	spread	cooler	srswmae	state	6	7	5
237	237	4	235	fire	discouster	apsburmohn	castly	10	10	6
238	238	6	10	emblem	cassian	ivosatydwuikof	inceptions	7	14	10
239	239	6	410	person	roter	djsa	sena	5	4	4
240	240	7	11	shooter	arguest	SOStbmumundad	attrects	7	13	8
241	241	4	1	mohi	bellio	ugpdfjueanks	interrated	6	12	10
242	242	2	5	ek	stription	eauroste	entrasted	9	8	9
243	243	5	1	khwab	lacity	fcyswilm	cooler	6	8	6
244	244	2	8	ke	strition	dnmk	discouster	8	4	10
245	245	6	1	khilne	created	yihltampoas	cassian	7	11	7
246	246	2	19	ki	banka	rotin	roter	5	5	5
247	247	6	2	kahani	wernor	orizanebn	arguest	6	9	7
248	248	5	106	tried	facult	zpolgy	bellio	6	6	6
249	249	6	188	attack	defect	wrdsxt	stription	6	6	9
250	250	4	1376	some	league	laciafdypilaxmuparac	lacity	6	20	6
251	251	7	128	spanish	stated	jtxtlmo	strition	6	7	8
252	252	5	82	ships	carlest	zrymoocnmenabhkb	created	7	16	7
253	253	5	16	steal	stemed	ernkwbuzkndphahlfdar	banka	6	20	5
254	254	5	1933	their	algena	wwk	wernor	6	3	6
255	255	5	22	cargo	alor	jgcuza	facult	4	6	6
256	256	6	32	dakota	austra	sisspeqrovys	state	6	12	5
257	257	5	764	state	fills	urfulfuskb	defect	5	10	6
258	258	6	1060	states	castol	ltallicigtbo	league	6	12	6
259	259	4	122	past	repute	qdillysontoqkhsnexk	stated	6	19	6
260	260	9	44	centuries	neviver	kaqcavkihs	carlest	7	10	7
261	261	7	187	natural	alley	sycyedem	stemed	5	8	6
262	262	7	144	science	competers	g	algena	9	1	6
263	263	8	194	included	assan	alcreamoism	alor	5	11	4
264	264	10	49	philosophy	respurces	xyzsziznamucnay	austra	9	15	6
265	265	6	1365	called	more	filcsaemeserh	fills	4	13	5
266	266	6	13	indeed	protect	t	castol	7	1	6
267	267	6	10	pascal	lawd	adhzpviuiam	advention	4	11	9
268	268	8	24	strongly	stale	rnhjxibrioh	repute	5	11	6
269	269	8	128	believed	amon	nejixmlc	neviver	4	8	7
270	270	4	3432	this	finner	bilbok	alley	6	6	5
271	271	5	16	ideal	coustine	q	competers	8	1	9
272	272	2	318	we	mackeral	os	assan	8	2	5
273	273	3	667	did	engain	rezzumfrsfza	respurces	6	12	9
274	274	2	246	nt	considered	mmfudvoun	more	10	9	4
275	275	5	187	start	cluck	pft	protect	5	3	7
276	276	6	2	rousse	supert	lukd	lawd	6	4	4
277	277	8	255	province	wite	anzaw	stale	4	5	5
278	278	4	21	tape	witders	aolavioars	amon	7	10	4
279	279	9	4	recorders	streen	fupwobyrigtni	contered	6	13	8
280	280	7	12	combine	flac	xiunlywphapy	finner	4	12	6
281	281	9	57	knowledge	benet	wiusexgze	coustine	5	9	8
282	282	4	542	both	seen	hajkeral	mackeral	4	8	8
283	283	9	30	mechanics	landers	ebrhbo	engain	7	6	6
284	284	11	17	electronics	robert	godsmbyaremujtlnldu	considered	6	19	10
285	285	7	304	episode	patter	j	cluck	6	1	5
286	286	6	206	worked	seasult	sgwelyl	supert	7	7	6
287	287	5	13	favor	contentation	novuozskatucueer	wite	12	16	4
288	288	5	259	union	compange	wjtddisgruzes	witders	8	13	7
289	289	4	400	even	courtee	kSOSrnSOSsgh	streen	7	12	6
290	290	6	197	though	supposed	flapxivinhsy	flac	8	12	4
291	291	8	8	blockade	stape	bcuhurhiagqmbevundehstnd	benet	5	24	5
292	292	9	25	effective	derived	usexparafblonds	seen	7	15	4
293	293	3	71	yet	captical	lagecuatvos	landers	8	11	7
294	294	7	3	whitlam	cating	roezespy	robert	6	8	6
295	295	6	825	became	province	potsgby	patter	8	7	6
296	296	5	147	prime	cathour	svaqua	seasult	7	6	7
297	297	8	228	minister	explier	dev	contentation	7	3	12
298	298	8	305	december	continete	twrscug	compange	9	7	8
299	299	4	146	stop	discendent	nexijbbuvgusks	courtee	10	14	7
300	300	6	125	damage	corlied	hmzpim	supposed	7	6	8
301	301	4	1692	when	contrists	srap	stape	9	4	5
302	302	6	47	actors	marshina	d	derived	8	1	7
303	303	6	25	operas	carlier	capsumbphucyfpfswn	captical	7	18	8
304	304	5	1731	other	bartal	hu	cating	6	2	6
305	305	12	30	performances	decreation	fcixfhfdoo	province	10	10	8
306	306	5	5	levis	founded	wwthpyfirzqma	cathour	7	13	7
307	307	7	186	stadium	tenth	elevieatslyycal	explier	5	15	7
308	308	3	2436	has	slow	hodgylicrye	continete	4	11	9
309	309	4	1153	been	strung	valceorlaloy	discendent	6	12	10
310	310	6	34	argued	conduction	tyrl	corlied	10	4	7
311	311	3	445	any	disastories	jo	contrists	11	2	9
312	312	6	20	limits	thritt	marskebzf	marshina	6	9	8
313	313	5	527	since	engained	qaidlghea	carlier	8	9	7
314	314	4	41	sets	fails	lg	late	5	2	4
315	315	4	466	what	albana	kpyualycro	bartal	6	10	6
316	316	6	2145	people	compute	dbc	decreation	7	3	10
317	317	3	1058	may	coat	fudohbo	founded	4	7	7
318	318	2	740	do	recognised	natejyynuigalylone	tenth	10	18	5
319	319	6	23	rescue	recorder	svoxpwunvhowiilieaxtwth	slow	8	23	4
320	320	9	3	hypnotism	celebratic	kyfbwalv	strung	10	8	6
321	321	8	18	rejected	experted	odedncoacnazlafqt	conduction	8	17	10
322	322	5	2	smosh	herress	dijazlotilelroha	disastories	7	16	11
323	323	5	8	jokes	depostion	tnsloudh	thritt	9	8	6
324	324	1	421	w	parmal	emzbiolkf	engained	6	9	8
325	325	7	8	podcast	trains	m	medical	6	1	7
326	326	3	1892	but	elliottics	yvicss	fails	10	6	5
327	327	7	134	outside	amara	wibiibehevg	albana	5	11	6
328	328	4	2676	also	deficies	zuxlucm	compute	8	7	7
329	329	4	297	take	alder	xuxalamadgaoesw	coat	5	15	4
330	330	5	27	taxes	activation	rqoghwiskhaq	recognised	10	12	10
331	331	10	9	accordance	garner	rocly	recorder	6	5	8
332	332	7	65	islamic	athements	icSOSoevbmumignwiu	celebratic	9	18	10
333	333	5	36	claim	honour	ehatgmsgou	experted	6	10	8
334	334	5	208	areas	countists	hneSOSkrnekwnwktry	herress	9	18	7
335	335	7	212	control	proproperty	drpqsiszhp	depostion	11	10	9
336	336	3	154	win	advissed	pkjbllmint	parmal	8	10	6
337	337	3	18	mac	sen	odoSOSfaufstferul	trains	3	17	6
338	338	3	7	lin	enter	japch	elliottics	5	5	10
339	339	7	77	winning	monstritute	tmafgrismanca	amara	11	13	5
340	340	6	4	streak	sting	erfzfzu	deficies	5	7	8
341	341	6	40	lasted	callson	awdflgythazrnew	alder	7	15	5
342	342	4	358	june	shale	aoxinasoqi	activation	5	10	10
343	343	7	547	through	classified	glf	garner	10	3	6
344	344	8	336	november	prest	kthlihopssvabmtoadgyn	athements	5	21	9
345	345	3	30	rob	presed	hrfmuj	honour	6	6	6
346	346	7	1	wittman	constinution	cfbetazwgkickenky	countists	12	17	9
347	347	1	212	r	comments	pmnnblwrindmordstooi	proproperty	8	20	11
348	348	2	7	va	lines	novikststenen	advissed	5	13	8
349	349	11	133	traditional	intertect	ws	sen	9	2	3
350	350	5	70	units	callisue	eqelievleathy	enter	8	13	5
351	351	5	369	still	morga	nvestoxforn	monstritute	5	11	11
352	352	11	2	encountered	philososh	mfjyomncnzezyweypritmneb	market	9	24	6
353	353	9	368	countries	comprese	sytebfiocizifbibnhdig	sting	8	21	5
354	354	8	49	imperial	hards	uuxtsopget	callson	5	10	7
355	355	4	786	such	genger	vhkarucas	shale	6	9	5
356	356	5	1	ounce	competition	pltgaguouanced	classified	11	14	10
357	357	2	3058	or	reuncent	plantsuzyxtncumultyelfsyxyzfel	prest	8	30	5
358	358	5	22	pound	load	prkvetnagtyguerzhoy	presed	4	19	6
359	359	10	15	widespread	blee	ponroivnice	constinution	4	11	12
360	360	6	205	within	artic	amguesdefehsmotvymyq	arguest	5	20	7
361	361	7	472	british	savivers	iqqhvs	content	8	6	7
362	362	6	164	empire	wearth	acheye	comments	6	6	8
363	363	6	9	sailor	station	lwais	lines	7	5	5
364	364	5	313	young	specialists	itlywaocyzbhienn	intertect	11	16	9
365	365	4	92	jean	revictor	caj	callisue	8	3	8
366	366	6	45	pierre	enterstile	yofgsbjonxpl	morga	10	12	5
367	367	5	1	papin	penico	phwkokfsdqylishbae	philososh	6	18	9
368	368	7	38	strange	lave	SOSkawsquerpkesdrhztcculrers	comprese	4	28	8
369	369	4	21	luck	brann	hoadvlfhieucy	hards	5	13	5
370	370	7	61	weather	matrictly	kkxgezimagred	genger	9	13	6
371	371	6	925	during	compositive	noorphoholai	competition	11	12	11
372	372	6	141	winter	readies	ruupe	reuncent	7	5	8
373	373	4	105	cold	recording	luavbenzred	load	9	11	4
374	374	4	81	snow	bating	bjSOSjod	blee	6	8	4
375	375	5	7	melts	roses	kyuunvavlbczokca	artic	5	16	5
376	376	6	178	spring	spore	skgqvyydmoungkiqonpcrler	savivers	5	24	8
377	377	5	297	parts	seasure	weareotceeryzpthuanf	wearth	7	20	6
378	378	6	127	forest	secured	njkky	station	7	5	7
379	379	6	343	become	compresentation	ijSOSdigipsyzlcryav	specialists	15	19	11
380	380	6	9	swamps	surcent	zewic	revictor	7	5	8
381	381	8	906	american	entain	eytbjiailtos	enterstile	6	12	10
382	382	4	241	rock	mearch	pgiocoloescio	penico	6	13	6
383	383	5	255	video	descication	ln	lave	11	2	4
384	384	4	132	ever	mentry	blamnforchqktrtqact	brann	6	19	5
385	385	4	76	shot	angrones	zwmotudlffubegptykpciacys	matrictly	8	25	9
386	386	8	6	entirety	comminited	ypjaycviviilbown	cana	10	16	4
387	387	8	232	republic	chertail	cyitwfl	compositive	8	7	11
388	388	5	224	china	wichs	jku	readies	5	3	7
389	389	6	2	jarier	shore	wdqu	recording	5	4	9
390	390	7	164	charles	schemed	matlejpimiy	bating	7	11	6
391	391	7	5	leclerc	andre	rosneyptxl	roses	5	10	5
392	392	9	1	ayatollah	massile	myxusgrbmy	spore	7	10	5
393	393	5	1	sayed	sugust	emilufb	seasure	6	7	7
394	394	8	13	mohammed	impresed	sSOSgrynap	secured	8	10	7
395	395	5	1	baqir	signer	ccittofmiga	compresentation	6	11	15
396	396	2	211	al	conter	huuc	surcent	6	4	7
397	397	5	4	hakim	rescripted	criqtkhftribakv	created	10	15	7
398	398	4	11	shia	decorate	enxoiba	entain	8	7	6
399	399	6	49	muslim	climber	loy	mearch	7	3	6
400	400	6	175	leader	alberanty	huglizay	descication	9	8	11
401	401	4	30	iraq	dariner	mockssmyirs	mentry	7	11	6
402	402	12	10	assassinated	procting	a	angrones	8	1	8
403	403	9	20	terrorist	danks	alaubreux	contered	5	9	8
404	404	7	19	bombing	protesting	marhhdntdmy	comminited	10	11	10
405	405	6	268	killed	architection	churqulekw	chertail	12	10	8
406	406	3	793	him	readed	wecesmossaboyi	wichs	6	14	5
407	407	5	267	along	cantinus	tlqrekfeaizkylpcyxmskf	shore	8	22	5
408	408	6	73	nearly	patching	xcgkybic	schemed	8	8	7
409	409	11	3	worshippers	marked	wrifsplin	supposed	6	9	8
410	410	7	49	leaving	sheld	agdamorytd	andre	5	10	5
411	411	6	30	mosque	later	mhsafthmiofryjz	massile	5	15	7
412	412	5	2	najaf	difficulty	uqouvittwu	sugust	10	10	6
413	413	5	3	finch	enary	imgretmqcquourpedesd	impresed	5	20	8
414	414	5	10	stole	distinction	usq	signer	11	3	6
415	415	9	90	christmas	sustation	kj	conter	9	2	6
416	416	6	3	fulton	account	intfriboestvob	rescripted	7	14	10
417	417	6	915	county	rese	uqkzeneSOS	decorate	4	10	8
418	418	9	2	marooning	craise	crsyaemohplgkonky	climber	6	17	7
419	419	5	36	percy	construction	aoudduekwi	alberanty	12	10	9
420	420	8	11	annabeth	pertimated	dar	dariner	10	3	7
421	421	7	5	chariot	committer	padotiquirgwidhioectoo	procting	9	22	8
422	422	4	205	race	lears	dcxkjaqellbtarsou	danks	5	17	5
423	423	6	1	kisses	fashes	hwmlessiasadlwi	protesting	6	15	10
424	424	5	2	cheek	enterdia	oxgwemnwwisby	architection	8	13	12
425	425	5	62	liked	backing	xvystalkpontryfym	readed	7	17	6
426	426	6	4	kissed	marcheology	imnrtevybowgunny	cantinus	11	16	8
427	427	3	1617	her	arguot	jytmikngah	patching	6	10	8
428	428	6	27	sample	carrier	etecontybpdv	marked	7	12	6
