	idx	natural_length	frequencies	natural	fcfs	caplan	caplan_low_temperature	fcfs_length	caplan_length	caplan_low_temperature_length
53	53	7	75	climate	station	utkw	station	7	4	7
54	54	9	50	minnesota	centure	eemhuthl	centure	7	8	7
55	55	4	91	wild	tall	quir	tall	4	4	4
56	56	5	168	think	solopian	qd	solopian	8	2	8
57	57	5	7	haley	adminter	xdkiv	adminter	8	5	8
58	58	3	9980	was	sent	gSOSntSOSbow	sent	4	12	4
59	59	8	1	guessing	montina	y	montina	7	1	7
60	60	2	3054	or	sher	ohvivaixat	sher	4	10	4
61	61	9	2	imagining	sann	gaenwrownfitionc	sann	4	16	4
62	62	6	357	things	descrancely	dss	descrancely	11	3	11
63	63	2	5619	as	worned	wditsganhtsto	worned	6	13	6
64	64	4	557	well	frond	frtjpip	frond	5	7	5
65	65	5	1771	after	automona	auafloaw	automona	8	8	8
66	66	6	297	battle	faction	fby	faction	7	3	7
67	67	7	97	jackson	shaping	hdapig	shaping	7	6	7
68	68	5	880	would	shorts	mhbchsqruoue	shorts	6	12	6
69	69	6	1425	called	incredited	idgicdemblyed	incredited	10	13	10
70	70	9	5	stonewall	barl	bhrlfwingkkmcsyuiahardayslecn	barl	4	29	4
71	71	10	97	eventually	commoned	onqyobcmpledyhslnpy	commoned	8	19	8
72	72	3	26	han	shanger	ydn	shanger	7	3	7
73	73	7	69	dynasty	performance	perexqzunnobalssflaSOSis	performance	11	24	11
74	74	7	96	emperor	fanders	fwedcecinubuto	fanders	7	14	7
75	75	9	5	abdicated	sangeting	uai	sangeting	9	3	9
76	76	6	2	stoats	bernation	q	bernation	9	1	9
77	77	4	523	long	electronic	ukrhyszanchyd	electronic	10	13	10
78	78	3	22072	and	sulfative	yuwwwid	sulfative	9	7	9
79	79	4	35	thin	bendar	SOStSOSpaulyo	bendar	6	13	6
80	80	4	5186	with	nan	nuv	nan	3	3	3
81	81	5	245	short	occimentary	ozocwmiim	occimentary	11	9	11
82	82	4	63	legs	ranship	icxvhSOSha	ranship	7	10	7
83	83	4	29	ears	advan	aizj	advan	5	4	5
84	84	5	42	thick	surbination	putb	surbination	11	4	11
85	85	4	44	warm	arrested	airzoxed	arrested	8	8	8
86	86	3	29	fur	land	lrodcumelgm	land	4	11	4
87	87	8	72	columbia	calina	owzing	calina	6	6	6
88	88	6	970	county	antraditorial	m	antraditorial	13	1	13
89	89	7	401	example	sandor	jyzqotrbtseded	sandor	6	14	6
90	90	6	576	number	dama	damsh	dama	4	5	4
91	91	10	31	represents	stales	skahepcrery	stales	6	11	6
92	92	7	6	integer	singes	di	singes	6	2	6
93	93	10	3	fractional	swank	fwyjphttsogectd	swank	5	15	5
94	94	4	862	part	shail	tzablynowkpyt	shail	5	13	5
95	95	5	1032	these	actorious	vatgbcoiulmlr	actorious	9	13	9
96	96	9	45	separated	incidents	iwcia	incidents	9	5	9
97	97	7	7	decimal	sing	mingfoviqrujtihliny	sing	4	19	4
98	98	5	230	point	star	uw	star	4	2	4
99	99	9	2	maccabees	shanks	bbacksnoqwoznivernriwclik	shanks	6	25	6
100	100	7	491	english	adived	awivjowSOSkinreyomism	adived	6	21	6
101	101	5	9	indie	strants	wttruosplcpahrn	strants	7	15	7
102	102	4	292	band	alsine	ibsz	alsine	6	4	6
103	103	5	339	based	start	uidptq	start	5	6	5
104	104	8	8	brighton	surrect	kglz	surrect	7	4	7
105	105	2	6333	he	mach	enchseodos	mach	4	10	4
106	106	4	325	came	shanges	wpssqiuuivhs	shanges	7	12	7
107	107	2	16586	to	recidination	vgdix	recidination	12	5	12
108	108	3	391	red	strandation	grreawsokicr	strandation	11	12	11
109	109	4	60	bull	hands	hgpws	hands	5	5	5
110	110	7	134	academy	bare	xbpkyrmn	bare	4	8	4
111	111	11	1	elbingerode	ternately	ter	ternately	9	3	9
112	112	11	2	falkenstein	inforection	ivfoenc	inforection	11	7	11
113	113	11	1	halberstadt	sands	oxzmpceufvyos	sands	5	13	5
114	114	11	1	quedlinburg	minkata	zhocuax	minkata	7	7	7
115	115	11	1	wernigerode	tear	yeyioyn	tear	4	7	4
116	116	12	1	transformice	massis	mp	massis	6	2	6
117	117	5	78	needs	seile	heilafdrue	seile	5	10	5
118	118	6	142	either	leared	lynpyua	leared	6	7	6
119	119	3	65	web	command	dopzyeb	command	7	7	7
120	120	7	12	browser	rama	aasgean	rama	4	7	4
121	121	7	99	running	clander	jllqyohm	clander	7	8	7
122	122	5	8	adobe	orection	oj	orection	8	2	8
123	123	5	42	flash	sasal	yasalswitc	sasal	5	10	5
124	124	6	446	player	lower	lmdmrzckip	lower	5	10	5
125	125	3	618	use	colone	eqiwnurb	colone	6	8	6
126	126	10	2	standalone	actorian	hhpali	actorian	8	6	8
127	127	5	27	steam	companine	gxddbat	companine	9	7	9
128	128	4	327	play	beating	beyyocs	beating	7	7	7
129	129	4	554	game	recommine	rymh	recommine	9	4	9
130	130	4	13	exit	shart	jenxpaypath	shart	5	11	5
131	131	1	305	c	expliation	kmarruewifmeedorspvaebs	expliation	10	23	10
132	132	9	2	serangoon	controller	elvfekzuxk	electronic	10	10	10
133	133	7	238	station	partical	qva	controller	8	3	10
134	134	5	53	races	chart	eyp	partical	5	3	8
135	135	4	135	here	asus	z	chart	4	1	5
136	136	8	83	commonly	liver	asgjriedvifs	asus	5	12	4
137	137	8	36	regarded	charked	lddmigol	liver	7	8	5
138	138	5	73	quite	reprised	chiaSOSsu	charked	8	9	7
139	139	10	1	uneventful	sheaker	rdjwifsornd	reprised	7	11	8
140	140	5	336	saint	mantainous	owbabhay	sheaker	10	8	7
141	141	7	1	chamond	tock	mhnisttovocgauacied	mantainous	4	19	10
142	142	3	9	cas	hamind	ticradflerahl	tock	6	13	4
143	143	5	18	cerro	meaning	hyyindydreek	hamind	7	12	6
144	144	6	11	tololo	resitle	mfSOSpiewhyrpfoakzegolvhynmfumrniktrcez	meaning	7	39	7
145	145	4	860	very	declands	raiotkbo	resitle	8	8	7
146	146	5	468	large	bink	dmelbyer	declands	4	8	8
147	147	5	16	tires	collection	xiflu	bink	10	5	4
148	148	3	321	big	ana	culagsyfatoungalakdwy	collection	3	21	10
149	149	6	30	mining	present	ynfls	ana	7	5	3
150	150	6	25	trucks	pat	phecleSOSfla	present	3	12	7
151	151	9	750	different	messiate	pig	pat	8	3	3
152	152	5	81	units	change	lqjeyoosuta	messiate	6	11	8
153	153	4	3	fiat	combining	cwginddwwl	change	9	10	6
154	154	7	113	manager	belop	now	combining	5	3	9
155	155	2	623	la	accer	buoSOSuyka	belop	5	10	5
156	156	4	93	liga	singestal	acyfeddyy	accer	9	9	5
157	157	4	296	club	astrasic	wiyhanjsycaylicae	singestal	8	17	9
158	158	4	177	real	commoner	zirdmsbwyz	astrasic	8	10	8
159	159	6	47	madrid	parses	lomhornblen	commoner	6	11	8
160	160	5	192	mount	raper	hap	parses	5	3	6
161	161	6	98	lemmon	santar	qapninnzys	raper	6	10	5
162	162	4	85	coat	lenger	qaetpryessincafdatles	santar	6	21	6
163	163	4	126	arms	served	lqujestzwarbiecbe	lenger	6	17	6
164	164	9	1	coihaique	senter	sjhbwiesSOSmvngmarq	served	6	19	6
165	165	8	11	nitrogen	portally	emiszaybiymbtrey	senter	8	16	6
166	166	8	71	normally	rances	gorhd	portally	6	5	8
167	167	3	2462	has	substed	wanjahebailocq	rances	7	14	6
168	168	4	1051	only	manited	ody	substed	7	3	7
169	169	5	716	three	prepention	whciobjliwbbothtsotyodidt	manited	10	25	7
170	170	5	17	bonds	sannigh	ptepchylez	prepention	7	10	10
171	171	3	134	win	carracine	fawixurebtea	sannigh	9	12	7
172	172	2	6515	it	abo	dermacrincovhopkesi	carracine	3	19	9
173	173	10	13	contestant	wars	abl	abo	4	3	3
174	174	4	340	land	transformation	wbrlaeSOSraidirosphwyottneoxdy	wars	14	30	4
175	175	5	3	wedge	explorition	trofsedytamy	transformation	11	12	14
176	176	4	105	call	remors	earlphlaipasdseslbpsoonsb	explorition	6	25	11
177	177	7	30	correct	compate	rjicgsidefutry	remors	7	14	6
178	178	6	77	letter	cattorace	g	compate	9	1	7
179	179	5	23	solve	montround	cesuus	cattorace	9	6	9
180	180	6	20	puzzle	part	mcwyrovixmabzissyt	montround	4	18	9
181	181	7	262	without	freed	undcrhilyugkk	part	5	13	4
182	182	7	10	hitting	antos	fe	freed	5	2	5
183	183	8	6	bankrupt	trips	anxosxind	antos	5	9	5
184	184	4	536	work	spating	teftlail	trips	7	8	5
185	185	3	817	out	mascally	vpbtitspurhstewswrk	spating	8	19	7
186	186	7	21	columns	mercural	muscavhdwbsshlg	mascally	8	15	8
187	187	6	162	inside	protestion	fexowxrixw	mercural	10	10	8
188	188	4	2882	were	shall	hevp	served	5	4	6
189	189	5	5	ionic	revention	wonefcks	protestion	9	8	10
190	190	9	1	pergamine	electric	qmvlhtyczbutt	shall	8	13	5
191	191	4	587	both	statements	kew	revention	10	3	9
192	192	6	15	floors	landers	elgnnmshenord	electric	7	13	8
193	193	8	666	anderson	chosis	ftzfdfrfr	statements	6	9	10
194	194	4	633	mesa	passible	lajyest	landers	8	7	7
195	195	7	27	calgary	depressed	ydos	chosis	9	4	6
196	196	6	24	flames	recondist	powctpne	passible	9	8	8
197	197	8	238	province	ored	dqv	depressed	4	3	9
198	198	7	457	british	proving	rswreeaso	recondist	7	9	9
199	199	9	134	announced	park	oibehsergo	ored	4	10	4
200	200	7	36	holding	fort	jdSOSlvxfSOSmwyltewrsechfeerahdgi	proving	4	33	7
201	201	6	249	public	reaches	vsxdkzazto	park	7	10	4
202	202	7	7	inquiry	moluse	jzhplooeSOSordiootdce	fort	6	21	4
203	203	4	1117	into	consider	onoxpui	reaches	8	7	7
204	204	4	3393	this	smocke	mdluyar	moluse	6	7	6
205	205	5	50	issue	laver	qSOSd	consider	5	5	8
206	206	5	228	today	sear	kmucov	smocke	4	6	6
207	207	8	293	japanese	surbivoration	osvixmabatchailwfopvissu	laver	13	24	5
208	208	3	176	non	retail	seaci	sear	6	5	4
209	209	7	186	chinese	apporting	actozmovwshare	surbivoration	9	14	13
210	210	4	5567	that	detitor	sejnay	sear	7	6	4
211	211	6	30	writes	forring	oxta	retail	7	4	6
212	212	10	144	characters	flowner	wr	apporting	7	2	9
213	213	8	14	everyday	formation	dwtSOSyob	detitor	9	9	7
214	214	4	535	life	reters	voari	forring	6	5	7
215	215	2	226	my	stribed	fyqknawzkwow	flowner	7	12	7
216	216	4	290	head	presian	fwgntonhqrfakonteb	formation	7	18	9
217	217	7	95	retired	handary	rwyydsnsjnamnedvoric	reters	7	20	6
218	218	3	1866	but	stack	kaiiseesz	stribed	5	9	7
219	219	9	146	continued	conservation	pvemi	presian	12	5	7
220	220	5	92	legal	trumps	xvcablanifandwoud	handary	6	17	7
221	221	7	10	advisor	concerns	mjxcnhspatr	stack	8	11	5
222	222	7	1	laubach	defended	cusberzSOS	conservation	8	10	12
223	223	4	2	galo	invorces	gpkxft	trumps	8	6	6
224	224	5	21	plaza	hancing	zuarglyso	concerns	7	9	8
225	225	5	1	lasso	brander	dwfimld	defended	7	7	8
226	226	7	25	unusual	crease	izvvalreyes	invorces	6	11	8
227	227	7	1101	because	cluar	hkuciryjy	hancing	5	9	7
228	228	9	2	predicate	role	bra	brander	4	3	7
229	229	5	21	logic	grame	crSOSrisoyuete	crease	5	14	6
230	230	4	1235	made	strung	clufe	cluar	6	5	5
231	231	4	2260	have	string	xoSOSelkytlic	role	6	13	4
232	232	9	1	syntactic	hide	g	grame	4	1	5
233	233	9	3	ambiguity	dee	flue	strung	3	4	6
234	234	4	714	kitt	adumint	wzwnprom	string	7	8	6
235	235	4	791	peak	sect	hixy	hide	4	4	4
236	236	6	14	harper	lather	douurrypic	dee	6	10	3
237	237	5	11	leigh	state	zhuSOSipmo	adumint	5	10	7
238	238	9	94	alexander	courthor	ke	sect	8	2	4
239	239	3	1420	two	save	opohokanudls	lather	4	12	6
240	240	7	353	species	commiralian	omjeq	state	11	5	5
241	241	6	78	rather	anteraction	goup	courthor	11	4	8
242	242	7	234	similar	germed	saviklSOSnmizhdccgptsq	save	6	22	4
243	243	4	158	size	innectrontor	couozl	commiralian	12	6	11
244	244	5	58	males	sold	ynvongzprouajhay	anteraction	4	16	11
245	245	5	143	range	tead	k	germed	4	1	6
246	246	4	4242	from	assidates	iunryyt	innectrontor	9	7	12
247	247	4	409	even	exploosed	kqvtwovcdli	sold	9	11	4
248	248	5	68	reach	newers	tnidrinj	tead	6	8	4
249	249	3	7	ton	succestration	aop	assidates	13	3	9
250	250	4	48	rare	hage	evoytzSOSkejtimyti	exploosed	4	18	9
251	251	9	19	occasions	contributed	ndmeoyfeborgdunjcup	newers	11	19	6
252	252	7	75	females	resports	grii	succestration	8	4	13
253	253	6	7	import	recost	hggfkmfively	hage	6	12	4
254	254	4	2	json	contain	wealorvsl	contributed	7	9	11
255	255	6	30	norman	saller	rks	resports	6	3	8
256	256	8	21	mitchell	destinues	r	recost	9	1	6
257	257	10	1	nautiluses	merios	ydn	contain	6	3	7
258	258	9	48	predators	supperence	fllhcvswerstish	saller	10	15	6
259	259	4	37	feed	dependers	du	destinues	9	2	9
260	260	6	97	mainly	carrier	meykusqonSOSkalaymyuas	merios	7	22	6
261	261	6	8	shrimp	shanking	ospliulle	supperence	8	9	10
262	262	4	111	fish	telle	dsbedetgigury	dependers	5	13	9
263	263	11	10	crustaceans	reelive	neasfectdcyy	carrier	7	12	7
264	264	5	2298	which	reversion	skf	shanking	9	3	8
265	265	8	89	captured	hour	tbljw	telle	4	5	5
266	266	2	5254	by	cassion	ylesyzfoatle	reelive	7	12	7
267	267	9	7	tentacles	soller	rojrqilcyineabogoo	reversion	6	18	9
268	268	6	128	desert	recontrilist	hytbalwsnqhaxf	hour	12	14	4
269	269	5	89	eagle	spender	ivsdn	cassion	7	5	7
270	270	7	4	watford	commerist	nodleimm	soller	9	8	6
271	271	2	80	dc	protect	zcubnwainfb	recontrilist	7	11	12
272	272	9	17	discovers	botten	rvhvocwwrkdboxitwbmqmhnbom	spender	6	26	7
273	273	5	21	percy	properation	whavei	commerist	11	6	9
274	274	4	185	half	steams	ptfSOSsyp	protect	6	9	7
275	275	5	185	blood	ramine	bntxwainubmkhe	botten	6	14	6
276	276	6	1	alerts	conference	perlosabfiyennt	properation	10	15	11
277	277	2	116	mr	revettry	urzaatvut	steams	8	9	6
278	278	7	2	brunner	cars	rSOSod	ramine	4	6	6
279	279	5	141	latin	caraining	oxamdsluk	conference	9	9	10
280	280	7	68	teacher	prevensive	ruvithwrarlth	revettry	10	13	8
281	281	3	1564	who	strump	cnasetgly	cars	6	9	4
282	282	5	51	turns	side	xyrmistzrelwsdrop	caraining	4	17	9
283	283	6	8	chiron	refused	luacelswy	prevensive	7	9	10
284	284	4	90	camp	cape	yjlhminf	strump	4	8	6
285	285	6	3	bloods	stated	sitz	side	6	4	4
286	286	10	64	activities	represent	nweytqdocwor	refused	9	12	7
287	287	8	184	director	themmer	uai	cape	7	3	4
288	288	9	256	following	paranches	wtdaelorru	stated	9	10	6
289	289	5	1000	years	decired	ravwaoytk	represent	7	9	9
290	290	4	86	ford	recompination	zariypk	themmer	13	7	7
291	291	5	119	model	singer	icrikl	paranches	6	6	9
292	292	1	325	t	indivined	jrotkuocogyayfgyledunility	decired	9	26	7
293	293	10	194	production	salection	ruzyiclaflzopaoniahf	recompination	9	20	13
294	294	5	36	motor	stran	zibaztuofsyvohpaloy	singer	5	19	6
295	295	7	292	company	promision	zizthnipvn	indivined	9	10	9
296	296	7	1	unveils	actorion	jalxhharectinkilgyrabsb	salection	8	23	9
297	297	3	1441	its	passinite	stuparzhy	stran	9	9	5
298	298	10	16	automobile	agalistic	wvuxlalonwbt	promision	9	12	9
299	299	3	51	kim	transpect	aveptocklnoyfxtpoydlintSOSsilnvacylai	actorion	9	37	8
300	300	9	14	installed	charces	pmywkyoacheumf	passinite	7	14	9
301	301	9	4	centrally	meck	agglaljlynsmslnhi	agalistic	4	17	9
302	302	7	58	planned	nowned	ttaodvesburgkquossnffir	transpect	6	23	9
303	303	6	155	soviet	attroplan	cnahu	charces	9	5	7
304	304	5	105	style	baster	mlenkliSOSjhinipiia	meck	6	19	4
305	305	7	67	command	asuman	nqewtnnykhmstek	nowned	6	15	6
306	306	7	80	economy	sellinate	nectuifl	attroplan	9	8	9
307	307	7	121	reached	prominence	bavleeguz	baster	10	9	6
308	308	5	15	fifty	cleaders	agumaead	asuman	8	8	6
309	309	2	177	uk	garrel	ynqwzwock	sellinate	6	9	9
310	310	5	423	album	brone	wooneour	prominence	5	8	10
311	311	5	223	chart	maries	cseSOSpsisgmltany	cleaders	6	17	8
312	312	4	471	king	partation	geo	garrel	9	3	6
313	313	8	5	solomons	shore	b	brone	5	1	5
314	314	5	15	mines	accerned	mxjoens	maries	8	7	6
315	315	3	2936	not	shood	pzgrffipudlahchri	partation	5	17	9
316	316	10	7	surprising	serving	qaxautrly	land	7	9	4
317	317	6	45	stands	predisited	vgzafraak	shore	10	9	5
318	318	4	611	same	heating	abswilywhmlusessdawase	accerned	7	22	8
319	319	5	148	sound	phate	sqntwhsnsadlkt	shood	5	14	5
320	320	10	340	television	thean	SOSebdb	serving	5	7	7
321	321	9	60	broadcast	summune	p	predisited	7	1	10
322	322	8	56	stations	defender	httigbnd	heating	8	8	7
323	323	11	5	televisions	araches	thafb	phate	7	5	5
324	324	6	2	gavins	statuation	tsege	thean	10	5	5
325	325	3	267	got	secritical	yumyg	summune	10	5	7
326	326	6	39	talent	sell	d	defender	4	1	8
327	327	6	612	played	property	ahucreple	araches	8	9	7
328	328	7	297	central	trounders	lmv	statuation	9	3	10
329	329	4	224	role	chores	skcsfoutamismgnlmgist	secritical	6	21	10
330	330	11	10	unification	commanian	veddberblkack	sell	9	13	4
331	331	7	131	process	atplaces	ptvSOSghtywlh	property	8	13	8
332	332	3	206	led	crossing	tsyamajlagy	trounders	8	11	9
333	333	8	227	european	maried	ibzf	chores	6	4	6
334	334	5	286	union	reports	iptaatSOShrarto	commanian	7	15	9
335	335	7	12	maxwell	defension	axp	atplaces	9	3	8
336	336	7	1	coetzee	suffer	riblqqyloxrycar	crossing	6	15	8
337	337	6	80	twenty	miniter	mqtombhysbhau	maried	7	13	6
338	338	6	2163	people	abar	rexwinpbygi	reports	4	11	7
339	339	9	30	convicted	alta	umfyistualced	defension	4	13	9
340	340	5	14	fraud	experine	hrevecnroum	suffer	8	11	6
341	341	9	1	funneling	arranced	mia	miniter	8	3	7
342	342	5	86	asian	elleigh	akpqudSOSuedamorbbaiqjikb	abar	7	25	4
343	343	5	10	funds	prance	axmitaSOSwjiphimibzsenq	alta	6	23	4
344	344	6	1197	united	cander	zvgiqwasbahkaySOSbsgszvbedra	experine	6	28	8
345	345	6	1049	states	supple	fvpair	arranced	6	6	8
346	346	9	72	elections	refired	emnnicwiwi	elleigh	7	10	7
347	347	6	226	others	carriban	lratonjhyc	prance	8	10	6
348	348	4	12	fled	apprisance	trizultahi	cander	10	10	6
349	349	2	607	us	firmer	xuhbvssu	supple	6	8	6
350	350	12	12	jurisdiction	minnor	ycyimeSOSkj	refired	6	11	7
351	351	6	85	sexual	davery	tj	carriban	6	2	8
352	352	5	25	abuse	winsore	aba	apprisance	7	3	10
353	353	8	76	physical	wash	firodwayimuonshiob	firmer	4	18	6
354	354	9	28	emotional	shinner	miunosrnhwdlymwonth	minnor	7	19	6
355	355	3	1956	can	hami	kbvenuicymtv	davery	4	12	6
356	356	5	186	cause	rains	wngsbrlts	winsore	5	9	7
357	357	3	163	low	fersent	wesero	wash	7	6	4
358	358	4	95	self	resurrer	lrfnnylocgyd	shinner	8	12	7
359	359	6	8	esteem	elipor	hapipe	hami	6	6	4
360	360	10	136	especially	maria	xgiflyr	rains	5	7	5
361	361	8	396	children	generated	fedbmyrhevbnoaotow	fersent	9	18	7
362	362	10	4	kenilworth	san	ilky	resurrer	3	4	8
363	363	7	2	southam	port	gmyecn	state	4	6	5
364	364	6	6	peoria	subservation	elsomrizm	elipor	12	9	6
365	365	8	3	rivermen	lowned	ztvmp	maria	6	5	5
366	366	5	9	belle	surforms	gewzsbeeyswussqaie	generated	8	18	9
367	367	5	719	music	entain	szgukpbyp	san	6	9	3
368	368	4	39	alan	creeds	voandSOSeon	port	6	11	4
369	369	6	1	menken	chare	fudee	subservation	5	5	12
370	370	5	5	lyric	sulfard	loostwybutsaigavingdegie	lowned	7	24	6
371	371	6	51	howard	ristern	supfozmxtvb	surforms	7	11	8
372	372	6	1	ashman	sange	ektfafoye	entain	5	9	6
373	373	5	91	spent	winds	dexe	creeds	5	4	6
374	374	4	1383	most	explosions	ohaheosrgbamatsyhh	chare	10	18	5
375	375	4	132	rest	record	waldelndcoaal	sulfard	6	13	7
376	376	3	3673	his	masted	rupvtgraasoledushievesovhocu	ristern	6	28	7
377	377	5	126	paris	consiner	vb	sange	8	2	5
378	378	8	194	building	pressions	wlqiodrlyo	winds	9	10	5
379	379	8	5	enlarged	catheria	exc	explosions	8	3	10
380	380	6	18	scales	decless	rrugsileia	record	7	10	6
381	381	7	283	special	branger	nrwgjdre	masted	7	8	6
382	382	11	20	connections	train	idylim	consiner	5	6	8
383	383	6	13	nerves	measure	presmixrud	pressions	7	10	9
384	384	4	163	give	feeding	ealeroarnusastlar	sale	7	17	4
385	385	6	5	lizard	ray	itpyphmetatddeirhceap	catheria	3	21	8
386	386	5	62	sense	statem	dv	decless	6	2	7
387	387	5	47	touch	witten	jmzmg	branger	6	5	7
388	388	4	1654	when	sters	j	train	5	1	5
389	389	10	10	apprentice	protically	miaxtyclips	measure	10	11	7
390	390	6	919	became	statues	gvyschaw	feeding	7	8	7
391	391	7	12	skilled	arrived	SOSxybthressgtond	ray	7	17	3
392	392	6	10	geisha	stranged	c	statem	8	1	6
393	393	4	74	arts	revelopments	wibszexefyacywt	witten	12	15	6
394	394	6	89	passed	secrus	hjesazxe	sters	6	8	5
395	395	5	193	final	treated	plmyiatsn	protically	7	9	10
396	396	9	98	difficult	promister	sbse	statues	9	4	7
397	397	5	131	dance	baser	jainezr	carrier	5	7	7
398	398	4	94	test	storm	hrnjtpfnkhyhty	arrived	5	14	7
399	399	3	1970	she	treating	mox	stranged	8	3	8
400	400	8	48	promoted	than	kzynwwedkrruqd	revelopments	4	14	12
401	401	6	635	second	devense	dedltstecntraimmoxzage	secrus	7	22	6
402	402	5	181	stage	deservation	kpecteinorolsniygo	treated	11	18	7
403	403	8	83	training	calling	ll	station	7	2	7
404	404	7	2	minarai	detherm	nqhxuajxaw	promister	7	10	9
405	405	6	135	longer	stremps	basoziayirnbslau	baser	7	16	5
406	406	3	640	did	portrants	vazfadom	storm	9	8	5
407	407	9	2	housework	comberly	glxlehjohrhetf	treating	8	14	8
408	408	9	46	tradition	cale	tmazibron	than	4	9	4
409	409	4	48	sees	patiller	dwvecacigx	devense	8	10	7
410	410	7	33	wallace	concern	hnxaiSOSitcwxuscpcewazd	deservation	7	23	11
411	411	5	583	being	recentrine	calrSOSdbsbovinno	calling	10	17	7
412	412	8	2	commoner	caller	v	detherm	6	1	7
413	413	6	103	normal	laus	ojvemgre	stremps	4	8	7
414	414	6	431	person	solitions	xorwrngoy	portrants	9	9	9
415	415	7	133	writing	chan	ckpseim	comberly	4	7	8
416	416	8	189	includes	chassic	magnoxasisg	cale	7	11	4
417	417	4	446	much	patt	pcsphworlkozcugsmsjer	patiller	4	21	8
418	418	8	66	personal	atactive	efywagmizytegoraulseduaelduray	concern	8	30	7
419	419	7	282	history	transferman	rawwodd	recentrine	11	7	10
420	420	6	4	plough	transformed	ctlyruclmui	caller	11	11	6
421	421	4	36	lane	silling	lhmauelicyanylap	laus	7	16	4
422	422	7	59	subject	chack	dymlooebsupsdachokdurgstublene	solitions	5	30	9
423	423	3	8	fra	mors	o	chan	4	1	4
424	424	8	1	girolamo	branch	chhssherjspytacticgplysedvy	chassic	6	27	7
425	425	10	3	savonarola	exception	zctt	patt	9	4	4
426	426	5	342	began	buttan	ktakusuccpreizrlg	atactive	6	17	8
427	427	6	3	preach	modentally	tmoskfoyxhougfaheybybuetnpvbuchauia	transferman	10	35	11
