	idx	natural_length	frequencies	natural	fcfs	caplan	caplan_low_temperature	fcfs_length	caplan_length	caplan_low_temperature_length
83	83	14	1	bakersfieldpat	carine	ulhiubhby	cleaster	6	9	8
84	84	6	1	mobley	represent	uaginuquttghe	carine	9	13	6
85	85	13	1	michigankatie	proct	upudivdyi	represent	5	9	9
86	86	6	13	orphan	canter	usorlyopeieoahiamomyrioet	proct	6	25	5
87	87	9	1	whitworth	prohestrate	qSOShyegg	canter	11	9	6
88	88	7	170	various	starration	pluchcrprobafcaevdo	prohestrate	10	19	11
89	89	10	105	additional	community	nghrowsidm	starration	9	10	10
90	90	6	68	voices	cather	rutwkuweiky	community	6	11	9
91	91	3	3616	his	willow	jcoghy	cather	6	6	6
92	92	6	27	finger	respects	wlowds	willow	8	6	6
93	93	3	9905	was	arvers	renystysmilufu	respects	6	14	8
94	94	9	13	partially	loid	vrvyrsgenedai	arvers	4	13	6
95	95	9	4	amputated	entering	lofacojobeciadoa	loid	8	16	4
96	96	3	203	due	enterstown	wafl	entering	10	4	8
97	97	8	3	severity	constructor	ewflcaboccies	enterstown	11	13	10
98	98	9	45	infection	tests	ceolaztla	constructor	5	9	11
99	99	6	234	europe	personal	tusswedsbeldpypecaseggteiov	tests	8	27	5
100	100	6	60	online	competite	env	personal	9	3	8
101	101	1	18729	a	birally	yedqe	competite	7	5	9
102	102	4	148	girl	delands	xizamb	birally	7	6	7
103	103	6	461	around	construct	veycnasuu	delands	9	9	7
104	104	3	144	ten	communion	occpotsliole	construct	9	12	9
105	105	3	476	old	completing	z	communion	10	1	9
106	106	3	1464	two	oridence	zpyylrwvyphagliil	completing	8	17	10
107	107	4	158	half	constanting	ohrrsticq	oridence	11	9	8
108	108	7	72	seasons	angolomes	e	constanting	9	1	11
109	109	4	5126	with	anther	anzq	angolomes	6	4	9
110	110	6	17	celtic	wiles	aghisdwiytbil	anther	5	13	6
111	111	2	6315	he	pint	wxc	wiles	4	3	5
112	112	3	559	won	fin	pikryxocms	pint	3	10	4
113	113	8	58	domestic	continuing	fia	fin	10	3	3
114	114	7	1	trebles	solica	cbodiwhistbpSOScxlilnabinayisszenirsgulavoghoussoq	continuing	6	50	10
115	115	9	31	magazines	spots	uolicohbumjkgsgva	solica	5	17	6
116	116	10	36	newspapers	santo	rpcselrty	spots	5	9	5
117	117	4	3601	they	result	gyxoo	santo	6	5	5
118	118	3	5299	are	pitger	refusstrr	result	6	9	6
119	119	10	3	executives	anstress	pd	pitger	8	2	6
120	120	11	56	responsible	consurrect	zSOSsgoetrichings	anstress	10	17	8
121	121	3	6765	for	train	ndpluve	consurrect	5	7	10
122	122	8	133	business	shart	tr	train	5	2	5
123	123	7	104	success	bardary	shvfx	shart	7	5	5
124	124	10	19	enterprise	angulation	zaxbarybwytvidn	bardary	10	15	7
125	125	11	12	unconscious	starries	varjiifs	angulation	8	8	10
126	126	7	51	lincoln	steak	geeeallrygwcakup	starries	5	16	8
127	127	7	69	carried	good	iceqgemanged	steak	4	12	5
128	128	6	162	across	instruments	gsok	good	11	4	4
129	129	6	151	street	neighbor	irstalq	instruments	8	7	11
130	130	8	8	petersen	shape	numrhsk	neighbor	5	7	8
131	131	5	428	house	seriends	shacdfaf	shape	8	8	5
132	132	4	4	gaze	share	usiu	seriends	5	4	8
133	133	6	616	played	fereate	qhavalyc	share	7	8	5
134	134	6	1	lanard	reaches	fvnyxeerhdnimzculdauy	fereate	7	21	7
135	135	8	4	copeland	chips	rpuoph	reaches	5	6	7
136	136	2	3716	at	reliating	rwifzchpl	chips	9	9	5
137	137	9	46	melbourne	sharte	lidkf	constanting	6	5	11
138	138	6	20	tigers	articular	rklimodmlexialu	reliating	9	15	9
139	139	4	1436	most	memonicia	slaeca	sharte	9	6	6
140	140	6	182	career	mainstral	aq	articular	9	2	9
141	141	3	17	lil	ballen	vh	memonicia	6	2	9
142	142	6	1	yachty	stract	mc	mainstral	6	2	9
143	143	9	68	featuring	specifically	bwlfgchelatvembomern	ballen	12	20	6
144	144	5	5	cardi	repreace	inpaystirpantg	stract	8	14	6
145	145	1	272	b	port	cl	construment	4	2	11
146	146	6	7	offset	sunch	vbi	specifically	5	3	12
147	147	7	2	coopers	shelephie	ry	repreace	9	2	8
148	148	5	2128	first	resignation	upqr	port	11	4	4
149	149	5	485	album	anticolan	sznc	sunch	9	4	5
150	150	2	2829	be	borman	nxglepdi	shelephie	6	8	9
151	151	8	110	recorded	sins	roqsyzl	resignation	4	7	11
152	152	5	457	under	constantation	bwbiljedh	anticolan	13	9	9
153	153	4	703	name	christs	blehaxvenhinddipem	borman	7	18	6
154	154	7	14	radical	party	ubqorkhvim	sins	5	10	4
155	155	4	87	face	conduct	efdpizntaylesirtny	constantation	7	18	13
156	156	8	2	junkyard	charace	itico	christs	7	5	7
157	157	10	1	chandelier	partialty	nsqu	constructor	9	4	11
158	158	7	13	banking	diatton	lavefitdhewsaizqbaaegwuf	party	7	24	5
159	159	3	285	law	massue	c	conduct	6	1	7
160	160	5	8	loans	thind	chafnoecy	charace	5	9	7
161	161	5	42	stock	basses	nckqoritwliee	partialty	6	13	9
162	162	7	1	exhange	envirence	dzattfrytahiwk	diatton	9	14	7
163	163	4	394	even	simpted	mjsspstgf	massue	7	9	6
164	164	7	159	numbers	maine	tci	thind	5	3	5
165	165	5	174	above	chail	bcscushlatp	basses	5	11	6
166	166	3	2918	not	tannie	envoiujehial	envirence	6	12	9
167	167	5	170	prime	marries	slexkwur	simpted	7	8	7
168	168	7	1100	because	tradus	myusen	maine	6	6	5
169	169	9	3	divisible	transfired	vigodaony	chail	10	9	5
170	170	7	171	charles	modent	SOSaaaidsmn	tannie	6	11	6
171	171	8	10	emmanuel	misterian	zfrohtshshnerhnhalufi	marries	9	21	7
172	172	2	59	iv	constantion	itvmds	tradus	11	6	6
173	173	8	10	sardinia	pitters	tmma	transfired	7	4	10
174	174	5	523	while	tai	moSOS	modent	3	5	6
175	175	5	939	known	stele	midyefarqphso	misterian	5	13	9
176	176	2	5496	as	composition	cpkudfoonotim	constantion	11	13	11
177	177	6	120	prince	experience	kitspis	pitters	10	7	7
178	178	8	9	piedmont	suffather	takb	tai	9	4	3
179	179	5	1736	other	tollower	shyim	stele	8	5	5
180	180	7	51	notable	promote	livhuri	composition	7	7	11
181	181	8	25	writings	constect	egqyhwria	experience	8	9	10
182	182	10	1	shonkhonil	advonsted	ucfeshcrtaskytysiwao	suffather	9	20	9
183	183	7	1	karagar	tax	titnbbehj	tollower	3	9	8
184	184	5	1	josna	advational	puzutlelaa	promote	10	10	7
185	185	1	78	o	remove	xlpfivme	constect	6	8	8
186	186	7	1	jononir	province	hdvolk	advonsted	8	6	9
187	187	5	1	golpo	gillere	tlhSOSquegietn	tax	7	14	3
188	188	4	3	kobi	armon	adwr	advational	5	4	10
189	189	9	1	moddhanho	seart	rkmejc	remove	5	6	6
190	190	7	2	badshah	constinued	pf	province	10	2	8
191	191	6	1	namdar	refer	gibphvaraw	gillere	5	10	7
192	192	5	1	deyal	travels	asmtcogsrgrflroweoperet	armon	7	23	5
193	193	8	61	earliest	lining	o	seart	6	1	5
194	194	9	2	paleocene	heristander	cghyztughwoes	constinued	11	13	10
195	195	8	74	featured	addices	rlfnenmcsyrohiia	refer	7	16	5
196	196	3	145	low	samoes	tlvesoxez	travels	6	9	7
197	197	9	9	diversity	ching	oinintSOSnqbea	lining	5	14	6
198	198	9	4	abundance	thiel	qhtickagwepgne	heristander	5	14	11
199	199	6	82	marine	stracks	odbi	addices	7	4	7
200	200	4	540	life	gits	sayormoyyzseut	samoes	4	14	6
201	201	3	1924	but	state	whikgjux	ching	5	8	5
202	202	4	3428	this	enguined	etczdife	thiel	8	8	5
203	203	5	10	trend	stating	scnninpevirar	stracks	7	13	7
204	204	8	10	reversed	melengins	giijmushidi	gits	9	11	4
205	205	5	750	later	anger	hjbbenihat	state	5	10	5
206	206	5	6	epoch	stanness	enzoqichqSOScbzt	enguined	8	16	8
207	207	4	521	game	am	stupped	stating	2	7	7
208	208	6	612	series	calel	mdlexners	melengins	5	9	9
209	209	7	167	release	resident	onghd	anger	8	5	5
210	210	8	53	nintendo	plains	ettialiesurplo	stanness	6	14	8
211	211	13	139	entertainment	counse	nmpberghbebctytkwran	am	6	20	2
212	212	6	409	system	consiment	qilutmSOSfisajm	calel	9	15	5
213	213	4	5530	that	carre	uwtkddplanlmatvhogpcaisbe	resident	5	25	8
214	214	4	1403	time	song	z	plains	4	1	6
215	215	6	14	dynamo	poll	pgss	counse	4	4	6
216	216	4	700	team	consurted	tubermstt	consiment	9	9	9
217	217	7	4	coached	tister	xshidghloy	carre	6	10	5
218	218	5	2	jozef	arrondad	soedbriuf	song	8	9	4
219	219	5	1	szabo	anding	poiksquqacolseyntpmalhtad	poll	6	25	4
220	220	6	1	reclus	protect	yoriuzle	consurted	7	8	9
221	221	4	2710	also	sell	jSOSskfiowlafejuntslwdhop	tister	4	25	6
222	222	7	35	visited	anthers	awativad	arrondad	7	8	8
223	223	5	173	italy	server	a	anding	6	1	6
224	224	11	73	switzerland	start	qutwzhe	protect	5	7	7
225	225	5	765	where	speder	debjtkven	sell	6	9	4
226	226	5	314	wrote	sit	ansaelcdb	anthers	3	9	7
227	227	4	1613	many	stared	qvit	server	6	4	6
228	228	8	41	articles	accuse	bstrhsolly	start	6	10	5
229	229	5	1491	about	arronson	nvh	speder	8	3	6
230	230	9	22	geography	striangline	gif	sit	11	3	3
231	231	2	12724	is	scape	vvsead	stared	5	6	6
232	232	5	351	saint	destration	acefwbhbmat	accuse	10	11	6
233	233	5	342	young	decusion	krrknuoff	arronson	8	9	8
234	234	4	87	boys	trival	vsurandsseo	striangline	6	11	11
235	235	7	4	falsely	speaked	uddstaopbogokicqkopmev	scape	7	22	5
236	236	7	43	accused	lead	qhohsapky	destration	4	9	10
237	237	7	16	sherman	arms	cy	completing	4	2	10
238	238	5	22	tanks	pharam	dzvuguac	decusion	6	8	8
239	239	8	54	attacked	surrounds	ogiitylpza	trival	9	10	6
240	240	6	323	german	stepade	sn	speaked	7	2	7
241	241	4	99	anti	chere	lSOSrelf	lead	5	8	4
242	242	4	23	tank	denters	khudyisma	arms	7	9	4
243	243	4	56	guns	governants	ut	construct	10	2	9
244	244	9	4	artifacts	constitutes	phe	pharam	11	3	6
245	245	5	515	found	helsester	quhak	surrounds	9	5	9
246	246	5	243	along	constructions	xcowalesc	stepade	13	9	7
247	247	7	2	mummies	announce	SOShgrjxevieenokhedowh	chere	8	22	5
248	248	10	359	television	anyporate	brhoxsteyne	constant	9	11	8
249	249	8	23	networks	researcle	dathoersmysgl	denters	9	13	7
250	250	4	513	show	sethers	jo	governants	7	2	10
251	251	9	351	countries	angory	k	constitutes	6	1	11
252	252	2	6310	on	recording	hjyupsbes	helsester	9	9	9
253	253	7	348	october	grances	weulif	constructions	7	6	13
254	254	6	1181	united	specially	x	announce	9	1	8
255	255	6	1055	states	married	aw	anyporate	7	2	9
256	256	14	7	reconnaissance	pier	rdzgevbyxmd	researcle	4	11	9
257	257	3	105	saw	vengle	bzthnbwibeshsghwy	sethers	6	17	7
258	258	7	11	missile	governers	kyp	angory	9	3	6
259	259	5	17	bases	publicary	riojailyaccisk	recording	9	14	9
260	260	5	539	being	sons	gi	grances	4	2	7
261	261	5	322	built	sein	mrthsh	specially	4	6	9
262	262	4	43	cuba	taller	mwas	married	6	4	7
263	263	4	100	jack	acter	nndattho	pier	5	8	4
264	264	5	7	ryder	potton	vhlclos	vengle	6	7	6
265	265	7	2	creeper	pitch	cicgiocdestetr	community	5	14	9
266	266	8	33	jonathan	prison	ggkyndhxas	governers	6	10	9
267	267	5	13	crane	chair	eukwblgwkmkloalpveysglu	publicary	5	23	9
268	268	9	2	scarecrow	priston	mgadn	state	7	5	5
269	269	2	6660	it	surread	swonnippedhtydperon	sponses	7	19	7
270	270	3	305	got	milse	boyjjeqa	sons	5	8	4
271	271	3	1533	its	eliverence	uSOSinpseovaultivk	sein	10	18	4
272	272	7	132	highest	decress	napwhre	taller	7	7	6
273	273	5	447	place	catter	aq	acter	6	2	5
274	274	5	196	chart	anounced	poyqajoodbuitmaney	potton	8	18	6
275	275	6	548	number	note	xir	pitch	4	3	5
276	276	5	414	march	screeness	lmuuw	prison	9	5	6
277	277	5	197	shows	conspine	fhexr	chair	8	5	5
278	278	8	114	chemical	armers	resisy	priston	6	6	7
279	279	11	3	oscillation	spirians	vorquasdrakgs	surread	8	13	7
280	280	5	2087	which	stretched	mcisvmslolocaaxiumerw	milse	9	21	5
281	281	7	30	unusual	archianger	etscmbino	eliverence	10	9	10
282	282	9	31	reactions	bulls	dqgross	decress	5	7	7
283	283	4	172	paul	saga	fatkms	catter	4	6	6
284	284	7	8	seymour	fight	anotexrjf	anounced	5	9	8
285	285	7	566	however	braches	nlmchaaqbgxer	note	7	13	4
286	286	12	27	applications	souther	vcyho	screeness	7	5	9
287	287	7	27	require	transult	gqxSOSphoailtul	conspine	8	15	8
288	288	9	716	different	relating	akencoceudine	armers	8	13	6
289	289	5	180	types	cereal	gwjbdadthb	spirians	6	10	8
290	290	6	24	tables	conversive	lbqin	lead	10	5	4
291	291	6	727	league	brestless	urettjsozong	stretched	9	12	9
292	292	13	3	commemorative	defending	ojhtwagodnwydwaagnloutueesithhuik	archianger	9	33	10
293	293	5	110	medal	activist	vulnsx	bulls	8	6	5
294	294	9	3	homelands	trains	szgavuslbv	saga	6	10	4
295	295	9	2	gratitude	tall	qigumpdbdSOScherkhhtlieorler	fight	4	28	5
296	296	4	2	emdr	transfers	brakhem	braches	9	7	7
297	297	7	28	therapy	roman	lowvflaurpyspewueineaver	souther	5	24	7
298	298	8	16	involves	protessed	tvpynuqo	transult	9	8	8
299	299	9	62	attention	consecues	relyrueca	relating	9	9	8
300	300	5	784	three	promotes	meudoph	cereal	8	7	6
301	301	7	35	periods	coup	cspcs	conversive	4	5	10
302	302	4	110	past	hammar	brokawtprii	brestless	6	11	9
303	303	7	131	present	manchess	dwjvtkimd	defending	8	9	9
304	304	6	102	future	reprodect	a	activist	9	1	8
305	305	9	65	graduated	carbial	totifegia	trains	7	9	6
306	306	4	54	poet	strong	us	tall	6	2	4
307	307	5	7	ether	emon	vimmanvebec	transfers	4	11	9
308	308	4	1332	made	tenstered	vomc	roman	9	4	5
309	309	9	2	byproduct	disition	gydtnbskvreri	protessed	8	13	9
310	310	4	1689	when	santer	cntfed	consecues	6	6	9
311	311	7	10	ethanol	converties	vnbitzloeherpryfle	promotes	10	18	8
312	312	2	788	so	collection	zddumuttfopt	coup	10	12	4
313	313	4	912	very	endered	htmaviancve	hammar	7	11	6
314	314	9	33	expensive	construction	mncqmhssfeSOSnlgwdsaltn	manchess	12	23	8
315	315	4	302	came	recorder	qk	reprodect	8	2	9
316	316	3	857	out	protests	darbiameesian	carbial	8	13	7
317	317	6	117	desert	hakin	stlraferar	strong	5	10	6
318	318	6	880	became	indiation	eirnSOSqu	emon	9	9	4
319	319	4	410	last	soption	tbnekcyedom	tenstered	7	11	9
320	320	6	6	nomads	constitumnt	dhmilgemvuseupbry	disition	11	17	8
321	321	7	1	yashpal	appli	jnbieflo	santer	5	8	6
322	322	6	6	sharma	constinuation	atqospmpkmwi	converties	13	12	10
323	323	6	100	reason	respected	collwebo	collection	9	8	10
324	324	5	110	dutch	progress	enjfyin	endered	8	7	7
325	325	9	1	calvinist	recident	cfggoltyklbn	construction	8	12	12
326	326	4	97	baby	sanda	ode	recorder	5	3	8
327	327	4	446	king	simites	twovoadsocrh	protests	7	12	8
328	328	6	1	cobras	shore	hjkgtiakseokeuopiogw	hakin	5	20	5
329	329	5	10	venom	landal	ifgdatho	indiation	6	8	9
330	330	6	163	strong	states	godthprokoywnsdakeaft	soption	6	21	7
331	331	6	50	adults	chlesses	wusspipebdgy	constitumnt	8	12	11
332	332	6	542	family	considential	adSOSqkoutzmrafaozca	appli	12	20	5
333	333	5	314	moved	tolla	gwv	constinuation	5	3	13
334	334	10	1	wedderburn	routher	ga	respected	7	2	9
335	335	8	95	victoria	chero	ppicSOSulglfs	progress	5	13	8
336	336	4	312	five	prinction	rlbinSOSsotveeovanco	recident	9	20	8
337	337	4	374	went	starged	albq	promote	7	4	7
338	338	5	198	local	cannon	ghxtzavasyea	am	6	12	2
339	339	6	507	school	loard	kahiakyrs	sanda	5	9	5
340	340	7	14	katrina	minile	id	simites	6	2	7
341	341	5	47	waves	sona	omcmakuapcdxxm	shore	4	14	5
342	342	8	1	bethanie	plont	laslelcell	landal	5	10	6
343	343	6	1	mattek	and	vrgveypbeih	states	3	11	6
344	344	5	5	sands	consist	chleryvist	chlesses	7	10	8
345	345	7	1	meghann	protective	kseldszhp	considential	10	9	12
346	346	11	2	shaughnessy	legide	tomcghmu	tolla	6	8	5
347	347	4	403	song	pet	vy	routher	3	2	7
348	348	10	1	kaerimichi	consect	cqxiz	chero	7	5	5
349	349	8	586	released	rail	fuinixms	prinction	4	8	9
350	350	2	235	my	sing	udesywqakjurnyomhyo	starged	4	19	7
351	351	5	15	lover	transfire	zijzSOSbushybdywanitwiakv	cannon	9	25	6
352	352	3	2005	she	bell	loaxwond	loard	4	8	5
353	353	6	54	lyrics	chassel	miajpe	minile	7	6	6
354	354	8	63	composed	protested	foqunhbuvaheyos	sona	9	15	4
355	355	5	733	music	massess	ploktdmokhe	plont	7	11	5
356	356	5	1835	there	indistrict	kwogpSOSvyw	and	10	11	3
357	357	9	3	alkaloids	former	viop	consist	6	4	7
358	358	9	15	naturally	authronia	pltosihivailvanbv	protective	9	17	10
359	359	5	45	occur	suppects	l	legide	8	1	6
360	360	5	8	opium	rober	zbs	pet	5	3	3
361	361	7	1	kekwick	save	becogal	consect	4	7	7
362	362	8	39	benjamin	dail	hriogehinaoz	rail	4	12	4
363	363	4	273	head	beed	uieyquloytinechsdrimgs	sing	4	22	4
364	364	6	45	horses	strawally	tmj	transfire	9	3	9
365	365	6	20	stuart	considered	bzublosbgrsSOSpakoltshqjhbthyerksqiiport	bell	10	40	4
366	366	4	491	left	communic	nwf	constructor	8	3	11
367	367	8	30	chambers	stander	qiyscrinkhirSOSbuearyqnoahj	chassel	7	27	7
368	368	5	95	creek	repartation	tuicoasrw	communism	11	9	9
369	369	6	37	headed	covals	nixeifourcatwe	protested	6	14	9
370	370	6	6	barnum	land	jkdSOSx	massess	4	7	7
371	371	3	105	met	santhers	inkccurryachgrawtdk	indistrict	8	19	10
372	372	4	5	nutt	matteral	fsthrugclacgfagtorw	former	8	19	6
373	373	3	125	boy	active	oublahlarnositeserfyan	authronia	6	22	9
374	374	8	856	american	chers	empwetrsinn	suppects	5	11	8
375	375	6	205	museum	partial	fobob	rober	7	5	5
376	376	3	1676	new	prevented	gbogxtxhjhvr	save	9	12	4
377	377	4	431	york	communist	oadtoyfryysomtoumoif	dail	9	20	4
378	378	4	1190	city	arage	bleeosSOSrhhnosowhovow	beed	5	22	4
379	379	8	13	employed	licar	bruawceoftarovoxs	strawally	5	17	9
380	380	11	2	chancellery	constanted	gwluamd	considered	10	7	10
381	381	10	504	government	stepan	joxsphrurlokgarev	souther	6	17	7
382	382	9	10	schleswig	sai	ztwouhhi	communic	3	8	8
383	383	8	12	holstein	ark	skgSOSfzrgsmflico	stander	3	17	7
384	384	3	23	fat	rocallic	ruukyeucc	repartation	8	9	11
385	385	4	8	bias	internoted	jeqalr	covals	10	6	6
386	386	7	1	shaming	cormination	nces	land	11	4	4
387	387	5	328	means	standard	waebwstlvy	santhers	8	10	8
388	388	9	12	prejudice	posites	kaptslaxn	matteral	7	9	8
389	389	6	21	toward	person	wolabsci	active	6	8	6
390	390	5	4	obese	sage	k	chers	4	1	5
391	391	6	2156	people	disonsollish	pawgbteut	partial	12	9	7
392	392	4	711	kitt	spoll	pdukg	prevented	5	5	9
393	393	4	783	peak	expressive	cbretzugelar	communist	10	12	9
394	394	5	6	natal	expering	uparimatiga	arage	8	11	5
395	395	5	38	teeth	gattes	lsp	licar	6	3	5
396	396	6	318	common	listen	hSOSriokpghternawy	constanted	6	18	10
397	397	5	6	marta	surrey	jaeurnevs	stepan	6	9	6
398	398	6	3	ferrer	adidered	lay	sai	8	3	3
399	399	5	3	danes	chromones	aok	ark	9	3	3
400	400	5	61	speak	stafford	roqvalidar	rocallic	8	10	8
401	401	8	892	national	seare	itpsggotaxmi	internoted	5	12	10
402	402	8	355	language	princes	okrariarskk	cormination	7	11	11
403	403	6	22	danish	product	s	standard	7	1	8
404	404	7	190	similar	mounteny	usabidysws	posites	8	10	7
405	405	12	6	scandinavian	letting	neemmk	person	7	6	6
406	406	9	146	languages	nather	undpeeyeengryidmip	sage	6	18	4
407	407	3	1571	her	graph	gvdovgolfs	disonsollish	5	10	12
408	408	6	216	mother	interses	spkoSOScasnyquiat	spoll	8	17	5
409	409	5	130	queen	alivations	eloqw	expressive	10	5	10
410	410	9	90	elizabeth	deferency	evydthfmic	expering	9	10	8
411	411	8	39	survived	coraches	gatthidgpucfey	gattes	8	14	6
412	412	5	114	month	tearn	lSOSwdySOSbfawlnonainty	listen	5	23	6
413	413	4	498	died	romentian	sjcretguvzy	surrey	9	11	6
414	414	4	54	aged	search	abudw	adidered	6	5	8
415	415	6	83	buried	reconder	cqrommrfa	chromones	8	9	9
416	416	7	24	georges	strancy	usesk	stafford	7	5	8
417	417	6	29	chapel	collor	sgaaeeinlb	seare	6	10	5
418	418	5	18	elder	sunging	fwcloxigzstlaz	princes	7	14	7
419	419	9	3	statesman	anta	i	state	4	1	5
420	420	4	261	term	motal	lbnnh	product	5	5	7
421	421	5	579	often	marchest	nnyiezky	mounteny	8	8	8
422	422	7	42	defined	strengther	l	letting	10	1	7
423	423	5	113	older	spears	nSOSghudns	nather	6	10	6
424	424	10	82	politician	herbs	gwqgadgagowstpshidv	graph	5	19	5
425	425	7	14	advisor	weaker	iywumardufgyuis	interses	6	15	8
426	426	3	1458	who	conflict	azprexs	alivations	8	7	10
427	427	7	269	thought	politive	klohwokrhgcinneslaud	deferency	8	20	9
428	428	6	89	normal	governing	vyvyvropyne	coraches	9	11	8
429	429	8	58	politics	particle	teirnwipbikwintbuhsh	tearn	8	20	5
430	430	10	130	especially	murces	rosvultindtinoahoy	romentian	6	18	9
431	431	7	14	helpful	monetic	kjgSOS	search	7	6	6
432	432	6	52	annual	retreating	rehchdleu	reconder	10	9	8
