	idx	natural_length	frequencies	natural	fcfs	caplan	caplan_low_temperature	fcfs_length	caplan_length	caplan_low_temperature_length
32	32	8	8	chandler	nigering	nvgsaong	nigering	8	8	8
33	33	6	75	arthur	facture	fuz	facture	7	3	7
34	34	1	325	c	bears	tkgyolu	bears	5	7	5
35	35	8	1	mellette	appear	vlitozeono	appear	6	10	6
36	36	9	2	mattingly	contecting	uplymcaird	contecting	10	10	10
37	37	6	214	should	flamer	zphryp	flamer	6	6	6
38	38	4	2306	have	carth	evstleladgert	carth	5	13	5
39	39	4	1169	been	plaim	nlsinrSOSop	plaim	5	11	5
40	40	2	6309	on	contexts	egszoutsboxzkex	contexts	8	15	8
41	41	6	25	apollo	contebt	fizantake	contebt	7	9	7
42	42	3	1847	but	persone	pemhzyenf	persone	7	9	7
43	43	2	6345	he	communication	cbqew	communication	13	5	13
44	44	3	9890	was	scook	tcoovfhni	scook	5	9	5
45	45	7	96	removed	arrows	irgcymeng	arrows	6	9	6
46	46	4	4356	from	marche	ogfe	marche	6	4	6
47	47	4	53	crew	fisher	fldilonor	fisher	6	9	6
48	48	1	18462	a	larms	lfxmb	larms	5	5	5
49	49	3	272	few	horses	hqycagexaxigmonnywbphooditaSOShzlmoy	horses	6	36	6
50	50	4	269	days	planeta	mbeev	planeta	7	5	7
51	51	6	621	before	leave	lepqeys	leave	5	7	5
52	52	6	28	launch	suber	krayvuss	suber	5	8	5
53	53	7	1134	because	early	eagggemeo	early	5	9	5
54	54	3	1965	had	sell	gz	sell	4	2	4
55	55	2	22782	in	ph	vh	ph	2	2	2
56	56	7	29	contact	comminion	jckykeyluff	comminion	9	11	9
57	57	4	5028	with	tiology	tiologyu	tiology	7	8	7
58	58	6	327	german	pressing	zfekthalifaas	pressing	8	13	8
59	59	7	5	measles	darwell	gaicspl	darwell	7	7	7
60	60	6	187	robert	actor	yqihagof	actor	5	8	5
61	61	7	5	hoffman	preserve	izxummn	preserve	8	7	8
62	62	6	1	briana	decorated	decyblorfsmuciustibagtntaer	decorated	9	27	9
63	63	6	1	evigan	perseans	lylxtadiau	perseans	8	10	8
64	64	8	3	channing	thangs	tpa	thangs	6	3	6
65	65	5	4	tatum	restored	rdhalayimos	restored	8	11	8
66	66	6	2	cassie	conterns	nn	conterns	8	2	8
67	67	7	6	ventura	concept	cuvens	concept	7	6	7
68	68	6	1	melvyn	pernist	pypnlv	pernist	7	6	7
69	69	7	40	douglas	divensed	dogsbndrkmaka	divensed	8	13	8
70	70	4	1651	many	seventer	qcpicox	seventer	8	7	8
71	71	4	783	such	production	pislbytcadmerbekuhatnahchannessyr	production	10	33	10
72	72	7	28	signals	resacted	rw	resacted	8	2	8
73	73	5	60	exist	michan	jp	michan	6	2	6
74	74	9	729	different	potter	pg	potter	6	2	6
75	75	6	198	groups	sall	vallydwepifics	sall	4	14	4
76	76	7	221	animals	triber	tyi	triber	6	3	6
77	77	8	884	national	belavia	bebtlihsrys	belavia	7	11	7
78	78	7	144	olympic	perse	pecqe	perse	5	5	5
79	79	9	99	committee	shin	shizydr	shin	4	7	4
80	80	3	6872	for	catherine	katph	catherine	9	5	9
81	81	7	16	uruguay	status	ibsellewdsgldn	status	6	14	6
82	82	6	196	formed	composed	wi	composed	8	2	8
83	83	10	73	recognized	tords	hoiqbe	tords	5	6	5
84	84	2	5090	by	particle	eanxkyec	particle	8	8	8
85	85	13	344	international	dabit	dabic	dabit	5	5	5
86	86	4	5503	that	demending	icSOSeclibyeycopkesaur	demending	9	22	9
87	87	4	640	same	parates	layfiawepiave	parates	7	13	7
88	88	4	694	year	flaws	jsdnokpmuanyondr	flaws	5	16	5
89	89	4	204	real	entry	editylinees	entry	5	11	5
90	90	6	42	madrid	building	kuimvfyiowabilowf	building	8	17	8
91	91	1	303	t	concerts	ko	concerts	8	2	8
92	92	6	4	nomura	sing	zwnzhuh	sing	4	7	4
93	93	1	248	k	poles	vtladubs	poles	5	8	5
94	94	9	1	kawanishi	secured	gnsSOSzebivkwnhclb	secured	7	18	7
95	95	4	12	liam	organization	wraxs	organization	12	5	12
96	96	9	24	gallagher	well	weidsidf	well	4	8	4
97	97	5	1695	after	manta	makbnlepbaclai	manta	5	14	5
98	98	5	102	debut	surger	sgegmSOSutmpwlludcw	surger	6	19	6
99	99	6	917	became	furian	furiaucqedtlys	furian	6	14	6
100	100	7	103	regular	classical	mm	classical	9	2	9
101	101	6	429	player	continon	hr	continon	8	2	8
102	102	4	32	gate	presentious	prynocazbogagcSOSroupblangya	presentious	11	28	11
103	103	2	16534	to	sary	oaryolgb	sary	4	8	4
104	104	2	2783	be	chellist	chelli	chellist	8	6	8
105	105	12	1	symbolically	restative	rsboxiga	restative	9	8	9
106	106	6	137	opened	themic	oaums	themic	6	5	6
107	107	5	772	three	wender	wellrspocqnyptefui	wender	6	18	6
108	108	5	106	hours	performent	tpkkniew	performent	10	8	10
109	109	9	21	sentenced	shore	shwrypn	shore	5	7	5
110	110	5	378	death	competition	c	competition	11	1	11
111	111	7	25	hanging	austrasian	am	austrasian	10	2	10
112	112	6	1161	united	christinal	jhriwsxirykh	christinal	10	12	10
113	113	11	19	nationalist	providing	fmcextxugue	providing	9	11	9
114	114	10	180	democratic	general	glb	general	7	3	7
115	115	12	98	organization	stated	stogembeid	stated	6	10	6
116	116	7	6	kabaddi	cares	kncnxlwfuckarkdk	cares	5	16	5
117	117	8	204	received	dan	glb	dan	3	3	3
118	118	8	13	exposure	color	grlo	color	5	4	5
119	119	8	89	olympics	salle	yyeoeks	salle	5	7	5
120	120	12	9	demonstrated	chare	chybeffd	chare	5	8	5
121	121	5	254	india	tailer	vaimpmomky	tailer	6	10	6
122	122	5	325	every	retreat	zrtSOSkhartz	retreat	7	12	7
123	123	9	122	education	contests	ewtpsors	contests	8	8	8
124	124	8	80	programs	tarks	ummexbaxebgrej	tarks	5	14	5
125	125	3	5171	are	short	xhvrfSOSgwols	short	5	13	5
126	126	7	157	program	tack	haestrimSOSaodoreukstiophaawiarloohthttochwo	tack	4	44	4
127	127	3	1418	all	harritor	h	harritor	8	1	8
128	128	7	40	classes	script	sccald	script	6	6	6
129	129	7	497	english	programming	pjqSOSmpdowned	programming	11	14	11
130	130	8	306	language	octistics	oxiwslailk	octistics	9	10	9
131	131	6	8	isabel	difficult	qlarwdwchicbed	difficult	9	14	9
132	132	2	12344	is	philisos	hhicilws	philisos	8	8	8
133	133	10	120	successful	ender	ejbfodf	ender	5	7	5
134	134	7	40	fashion	charrical	zuhskboiigk	charrical	9	11	9
135	135	11	1	photgrapher	reached	roeSOSpzyip	reached	7	11	7
136	136	3	3727	his	devening	nmqt	devening	8	4	8
137	137	6	55	junior	demind	deqsma	demind	6	6	6
138	138	7	481	several	chemicals	chefakfusee	chemicals	9	11	9
139	139	5	1019	years	experiences	ewfpkunyuvgiu	experiences	11	13	11
140	140	6	318	single	range	qarmcveb	range	5	8	5
141	141	4	45	deck	apple	avvbe	apple	5	5	5
142	142	3	291	big	monk	mool	monk	4	4	4
143	143	3	27	fan	matches	nahciass	matches	7	8	7
144	144	2	586	la	astroon	uSOSwdlojgt	astroon	7	11	7
145	145	10	2	altagracia	livery	liveoogrsc	livery	6	10	6
146	146	3	2956	not	sease	sisseajaSOShzhduvitarabmsbaogu	sease	5	30	5
147	147	5	530	could	photograph	SOShupehjkxcly	photograph	10	14	10
148	148	3	1633	her	prisoned	znnsktedxwaiud	prisoned	8	14	8
149	149	7	298	married	choi	m	marche	4	1	6
150	150	6	115	friend	contest	isod	choi	7	4	4
151	151	7	167	premier	sounded	cnoSOSecbaxy	contest	7	12	7
152	152	7	167	brother	stattens	eoarjeagrruases	sounded	8	15	7
153	153	4	588	john	communities	xsepkynmpolcb	stattens	11	13	8
154	154	5	353	black	bergeries	pnevyucatableen	communities	9	15	11
155	155	3	2247	one	fair	bsymirkews	bergeries	4	10	9
156	156	5	18	pairs	thring	frsSOSfzzppircoln	fair	6	17	4
157	157	8	92	brothers	community	joiuly	thring	9	6	6
158	158	7	78	awarded	herd	glucenchwgyob	community	4	13	9
159	159	5	117	medal	tradies	hybjymhrlub	herd	7	11	4
160	160	5	76	honor	some	htlzxnnecbokcaazinirody	tradies	4	23	7
161	161	2	6492	it	bett	lyoclmfet	some	4	9	4
162	162	4	216	less	antestine	impohotannoy	bett	9	12	4
163	163	6	316	common	aladia	antebhis	antestine	6	8	9
164	164	8	67	victoria	receiver	aladSOSyrfk	aladia	8	11	6
165	165	6	10	aspect	companed	rSOSon	receiver	8	6	8
166	166	5	9	stern	players	kirlnoeyshbxejsr	companed	7	16	8
167	167	6	1	gloomy	landmanina	pliedoprryfodlax	players	10	16	7
168	168	6	2	stride	assume	lmqfmspinu	landmanina	6	10	10
169	169	10	24	threatened	hormistry	asnuub	assume	9	6	6
170	170	5	40	cloud	grades	hgxwwsoetemkbe	hormistry	6	14	9
171	171	3	2535	has	contributional	gr	grades	14	2	6
172	172	6	87	passed	carels	mnyaogib	contributional	6	8	14
173	173	4	272	away	collected	larlofr	carels	9	7	6
174	174	4	161	your	spi	ppillarxene	collected	3	11	9
175	175	6	1	revels	pay	pwp	spi	3	3	3
176	176	5	2	cease	prefected	payklolcsmmer	pay	9	13	3
177	177	1	427	s	grade	parhomieatmyn	prefected	5	13	9
178	178	9	29	shoemaker	richard	gukqebeanoengtiun	grade	7	17	5
179	179	7	145	studied	wires	ric	richard	5	3	7
180	180	2	3722	at	remetted	u	wires	8	1	5
181	181	8	33	brooklyn	disterent	rsmettwhokn	remetted	9	11	8
182	182	7	196	college	athericans	dmpte	disterent	10	5	9
183	183	3	109	oil	functivg	atchnesa	athericans	8	8	10
184	184	3	100	gas	albor	qugctlnip	functivg	5	9	8
185	185	8	89	industry	sorts	albovound	albor	5	9	5
186	186	4	630	make	dississive	ijzcnaaca	sorts	10	9	5
187	187	2	996	up	frined	kfdotsbcu	dississive	6	9	10
188	188	6	1	okrugs	particular	frun	frined	10	4	6
189	189	10	39	industrial	discontinunt	palygmyesokiuxnnawod	particular	12	20	10
190	190	8	63	activity	allion	vwkyrers	discontinunt	6	8	12
191	191	7	5	ashland	sourn	akmhoon	allion	5	7	6
192	192	7	84	biggest	chance	woorrtszyesyeypkskinakworsps	sourn	6	28	5
193	193	4	1217	city	art	jcmobh	chance	3	6	6
194	194	5	27	clark	presistent	ubSOS	art	10	5	3
195	195	6	878	county	response	enyhbiqirrhfilfmkarbost	presistent	8	23	10
196	196	6	127	kansas	stephen	rmopomstak	response	7	10	8
197	197	6	1002	states	constituences	xaeqboiluxiil	stephen	13	13	7
198	198	3	1770	new	experted	jovblxboassemz	constituences	8	14	13
199	199	4	524	york	compared	etybopcxuveowy	experted	8	14	8
200	200	2	60	ny	flore	komuxypuwricl	compared	5	13	8
201	201	4	516	show	corret	flvnewkszbcap	flore	6	13	5
202	202	5	13	rated	street	ddk	corret	6	3	6
203	203	1	359	m	reign	otmujbyfcbe	street	5	11	6
204	204	7	111	zealand	serve	rrideseus	reign	5	9	5
205	205	4	59	drug	section	qaqrypemen	serve	7	10	5
206	206	10	11	references	topher	lclees	chare	6	6	5
207	207	6	86	sexual	form	snrt	section	4	4	7
208	208	4	486	long	instrately	SOSsail	topher	10	7	6
209	209	4	451	live	manscure	j	form	8	1	4
210	210	2	216	my	searth	ipb	instrately	6	3	10
211	211	10	5	motherland	nuts	qbuic	manscure	4	5	8
212	212	4	246	free	partitic	cl	contest	8	2	7
213	213	10	8	tajikistan	texting	lk	searth	7	2	6
214	214	4	3695	they	sen	nuvmrixhedss	nuts	3	12	4
215	215	6	23	argued	comparacy	pnwhnibnhbucekchec	partitic	9	18	8
216	216	6	144	signed	arronded	teiva	texting	8	5	7
217	217	6	46	treaty	responded	ve	sen	9	2	3
218	218	4	385	good	mether	claruongyms	comparacy	6	11	9
219	219	5	47	faith	intent	azloxtedeosheyhkiqdshiu	arronded	6	23	8
220	220	3	1456	its	sented	iswxwelln	responded	6	9	9
221	221	5	67	terms	restricts	me	mether	9	2	6
222	222	7	192	changed	waster	ipranysinn	intent	6	10	6
223	223	2	806	so	scarery	vleegthvoruaomnymaqesfialisph	sented	7	29	6
224	224	7	98	quickly	troys	its	restricts	5	3	9
225	225	4	886	then	algos	wn	waster	5	2	6
226	226	4	53	fell	sherm	fcu	scarery	5	3	7
227	227	7	1	kayfabe	houlders	troysco	troys	8	7	5
228	228	4	15	coma	seculture	SOSweosyzuzfymmrkhwslhevavnaralse	algos	9	33	5
229	229	10	1	fakhruddin	ferest	qutve	sherm	6	5	5
230	230	3	59	ali	assist	hobomlun	houlders	6	8	8
231	231	5	26	ahmed	shooth	sliwxbuakhatiuo	seculture	6	15	9
232	232	6	229	george	dept	fetustingrudusf	ferest	4	15	6
233	233	6	5	crabbe	dead	awcipm	assist	4	6	6
234	234	4	865	born	stretex	swcrengyetbpbonshicbratarnaholvlu	shooth	7	33	6
235	235	9	3	aldeburgh	commentary	jupb	dept	10	4	4
236	236	7	27	suffolk	founded	deucqrsier	dead	7	10	4
237	237	5	135	radio	linders	sbopgyxribisuritgysi	stretex	7	20	7
238	238	9	39	reporting	courts	nidineSOSfhc	commentary	6	12	10
239	239	5	5	azuki	campelling	fuudinl	founded	10	7	7
240	240	5	25	beans	stem	lhmpzfetcbujiboy	linders	4	16	7
241	241	4	2909	were	dance	msy	courts	5	3	6
242	242	4	1358	used	compoted	zami	campelling	8	4	10
243	243	2	5721	as	partny	ucvbbieyisnghire	stem	6	16	4
244	244	8	72	medicine	pertico	dysurapiyyed	dance	7	12	5
245	245	10	2	nutritious	spotts	yzSOSprtbleaSOSninsakqlejvolia	compoted	6	30	8
246	246	7	341	episode	potements	kSOStco	partny	9	7	6
247	247	3	143	eat	hand	xztincogy	pertico	4	9	7
248	248	5	39	drink	busker	kgy	spotts	6	3	6
249	249	5	16	merry	warring	jotyocosskykx	potements	7	13	9
250	250	4	1518	some	cattethew	hwdwblksuknlaezbialacsphoax	hand	9	27	4
251	251	5	1988	their	cannifical	zcskvomistruamynsres	busker	10	20	6
252	252	8	63	greatest	farraw	waomziizumltsf	warring	6	14	7
253	253	4	40	hits	conternated	wataythaw	cattethew	11	9	9
254	254	9	82	beautiful	exploded	un	cannifical	8	2	10
255	255	6	2138	people	reverate	fmSOSxuphlnir	farraw	8	13	6
256	256	5	48	sweet	fractives	yvedirgajez	conternated	9	11	11
257	257	6	28	dreams	praise	jhdqmonivumeusis	exploded	6	16	8
258	258	4	1309	made	collar	oxvehaadesgykinghp	reverate	6	18	8
259	259	4	3387	this	programmes	osmrbyhgin	fractives	10	10	9
260	260	4	3	dope	onger	i	praise	5	1	6
261	261	10	2	disposable	dessite	clinfzpi	collar	7	8	6
262	262	5	7	teens	steming	w	programmes	7	1	10
263	263	7	2	tainted	ichell	ongtorsmhalzdgeetspiag	onger	6	22	5
264	264	4	292	love	hospul	ddlsskxcs	dessite	6	9	7
265	265	8	70	personal	carlient	dte	community	8	3	9
266	266	5	97	jesus	destient	yqnuzausmithsbuwslaw	steming	8	20	7
267	267	5	304	women	successfold	ifeellm	ichell	11	7	6
268	268	3	1536	who	contronsition	wwsnfactzoisie	hospul	13	14	6
269	269	9	2	migraines	pransitions	jab	community	11	3	9
270	270	7	490	usually	busingsball	yfnhumphaqkos	carlient	11	13	8
271	271	9	60	connected	senger	etigvuet	destient	6	8	8
272	272	12	7	menstruation	renigner	vfcuxsnuolbyroog	successfold	8	16	11
273	273	5	51	cycle	distrinction	qiwzrobabdkoui	contronsition	12	14	13
274	274	5	572	being	suncities	pwguivdovais	pransitions	9	12	11
275	275	9	6	persuaded	draws	busfdraurklinsphaalg	busingsball	5	20	11
276	276	6	117	return	competed	kSOSngqSOSkr	senger	8	12	6
277	277	11	117	traditional	actives	ranixlotiooshlich	renigner	7	17	8
278	278	5	65	roles	tinnia	drkvnirhowdo	distrinction	6	12	12
279	279	4	344	home	stands	suqabatsznqhpgcrize	suncities	6	19	9
280	280	4	185	give	card	duhygabi	draws	4	8	5
281	281	3	742	war	family	ktdu	competed	6	4	8
282	282	4	54	jobs	scoen	audgxspsbup	actives	5	11	7
283	283	8	3	chiltern	parated	tsdsoars	tinnia	7	8	6
284	284	4	431	main	reporting	goaokvlubic	stands	9	11	6
285	285	7	57	notable	seleve	caeo	card	6	4	4
286	286	7	22	authors	sandre	iamade	family	6	6	6
287	287	7	72	fiction	pregit	iclhsroadlehdmu	scoen	6	15	5
288	288	10	4	nonfiction	protection	pctibuplesSOSevgyrcwh	parated	10	21	7
289	289	6	32	poetry	photographd	roSOSkebddSOSwdynt	reporting	11	18	9
290	290	5	117	board	marium	sxlet	seleve	6	5	6
291	291	7	288	members	thrio	xkhydwipzautbev	sandre	5	15	6
292	292	4	1047	only	limbs	kitcskwunrephemmpxehh	art	5	21	3
293	293	4	463	four	compenent	psgghsbuc	pregit	9	9	6
294	294	3	448	old	sout	jryhhnvisefsy	protection	4	13	10
295	295	4	1646	when	starting	undnuifedoffletwslustusm	photographd	8	24	11
296	296	9	76	christmas	subports	mdewuce	marium	8	7	6
297	297	6	3	nizhny	shither	tgzbwspihatvvo	thrio	7	14	5
298	298	8	5	novgorod	servement	nuabs	limbs	9	5	5
299	299	10	49	interested	consect	iuvaccekricuh	compenent	7	13	9
300	300	7	2	zionist	teach	nlitanahatate	sout	5	13	4
301	301	5	59	youth	conference	skifpikmccntingeoglicabixlest	starting	10	29	8
302	302	8	143	movement	contestants	irzedakpssahreqniadlaszlu	subports	11	25	8
303	303	1	198	n	former	qihtmxesk	shither	6	9	7
304	304	8	44	chernykh	martering	ybuafmussylpa	servement	9	13	9
305	305	4	408	high	chest	crkd	card	5	4	4
306	306	6	6	rugged	might	coqefus	consect	5	7	7
307	307	6	34	passes	rememals	wespfeem	teach	8	8	5
308	308	3	1039	may	landson	xocim	conference	7	5	10
309	309	7	13	tunnels	refent	k	contestants	6	1	11
310	310	3	6	dug	bill	fphlepe	former	4	7	6
311	311	10	15	underneath	harming	mahtkbisl	martering	7	9	9
312	312	3	106	let	contention	chlwaxit	chest	10	8	5
313	313	7	36	traffic	restended	viva	might	9	4	5
314	314	4	196	move	wear	rmmscappdwuaczosnone	rememals	4	20	8
315	315	6	43	faster	belonged	lzislfson	landson	8	9	7
316	316	5	174	think	reaches	ov	refent	7	2	6
317	317	5	1495	about	mader	bilbetqueve	bill	5	11	4
318	318	4	21	sort	tenstary	hcrismSOSwy	harming	8	11	7
319	319	5	225	voice	reals	uk	contention	5	2	10
320	320	5	49	organ	austrial	rastfhepoldy	restended	8	12	9
321	321	4	354	play	winnitical	giafgomdoyshiw	stated	10	14	6
322	322	14	1	nominationspre	permans	weffwrartwstershyyl	wear	7	19	4
323	323	4	5	veto	cardy	bynoprornmuzksndslwwiercavcpewsh	belonged	5	32	8
324	324	8	11	customer	decress	rhoigswntf	reaches	7	10	7
325	325	5	180	heart	freed	madgut	mader	5	6	5
326	326	6	202	attack	feli	SOSvguvarrmn	tenstary	4	12	8
327	327	4	34	dies	distributed	rt	reals	11	2	5
328	328	5	1	sadly	spend	huxmx	austrial	5	5	8
329	329	12	1	leaderboards	spectives	wicqgtleuned	winnitical	9	12	10
330	330	2	245	nt	cartion	pgl	permans	7	3	7
331	331	7	15	updated	fasta	zs	cardy	5	2	5
332	332	8	601	anderson	structures	drkxms	decress	10	6	7
333	333	4	567	mesa	flights	qulon	freed	7	5	5
334	334	4	183	file	staring	fela	feli	7	4	4
335	335	7	2	nowitna	invention	dktt	distributed	9	4	11
336	336	11	1	riverjpgthe	districes	jrenspweeiel	spend	9	12	5
337	337	2	2963	an	prining	sphigmryrysmd	spectives	7	13	9
338	338	5	556	river	stand	ozym	cartion	5	4	7
339	339	8	1	meanders	reservation	fxscpypmmxhdasats	fasta	11	17	5
340	340	2	4	ox	tallers	okcuice	structures	7	7	10
341	341	3	28	bow	residence	flereeieromaks	flights	9	14	7
342	342	5	56	lakes	cologile	jzb	staring	8	3	7
343	343	9	4	retention	constroct	ioy	invention	9	3	9
344	344	4	1419	time	depting	dqoiyi	districes	7	6	9
345	345	3	403	how	references	ltweijurs	prining	10	9	7
346	346	9	17	component	marily	nfgvSOSamkznkaweviauk	stand	6	21	5
347	347	6	7	spends	defferences	r	reservation	11	1	11
348	348	6	24	column	advitivemal	uflvretmeriranpriigstien	tallers	11	24	7
349	349	7	6	plotted	souls	ntria	residence	5	5	9
350	350	7	534	against	states	xelsoi	cologile	6	6	8
351	351	9	32	molecular	norman	yocyum	constroct	6	6	9
352	352	6	71	weight	server	dybsusaoqxacia	depting	6	14	7
353	353	6	37	murray	panks	rpx	references	5	3	10
354	354	5	2226	which	conservation	kbumwby	marily	12	7	6
355	355	8	256	northern	poseration	jetleplns	defferences	10	9	11
356	356	6	113	border	sele	kdl	advitivemal	4	3	11
357	357	5	88	towns	leader	dourtdky	souls	6	8	5
358	358	9	417	including	fire	ermtnifopxiup	states	4	13	6
359	359	6	1	echuca	holds	nouphp	norman	5	6	6
360	360	7	1	mildura	commund	detinnewqxiah	server	7	13	6
361	361	5	72	fruit	astrease	paeqolucbethwoa	panks	8	15	5
362	362	4	19	bats	explicing	myndama	conservation	9	7	12
363	363	3	63	fly	resident	zmefwancsSOSbruhkbavguhgredmiryyceshrer	poseration	8	39	10
364	364	5	129	plant	mosques	vig	sele	7	3	4
365	365	7	108	getting	richald	lealt	leader	7	5	6
366	366	4	251	food	fighteen	fircmpphalaes	fire	8	13	4
367	367	9	1	pollinate	contract	qpquiry	holds	8	7	5
368	368	6	188	plants	carry	oop	commund	5	3	7
369	369	5	47	visit	classive	afttmung	astrease	8	8	8
370	370	8	1	wishbone	mount	ebvesfru	explicing	5	8	9
371	371	6	7	cutter	speed	rarbrynkourtceopeo	resident	5	18	8
372	372	4	79	wind	decide	mmwevcl	mosques	6	7	7
373	373	5	325	power	marcae	opir	richald	6	4	7
374	374	8	87	stations	deposites	gigo	fighteen	9	4	8
375	375	9	32	advantage	sequent	ilslebbnarywaca	contract	7	15	8
376	376	4	863	over	lights	aafisaianiSOSmcic	carry	6	17	5
377	377	6	44	fossil	strates	plazly	classive	7	6	8
378	378	4	49	fuel	billing	modvvhrim	mount	7	9	5
379	379	2	702	do	making	viwtodytpaassy	speed	6	14	5
380	380	7	67	produce	helip	lezscabubighe	decide	5	13	6
381	381	3	446	any	air	mjg	marcae	3	3	6
382	382	10	10	greenhouse	distribution	dcozrigdlazsinws	deposites	12	16	9
383	383	5	21	gases	pean	saqall	sequent	4	6	7
384	384	6	63	carbon	berguring	loghsics	lights	9	8	6
385	385	7	36	dioxide	sheats	s	strates	6	1	7
386	386	2	2989	or	bather	zikSOSrhdapbaiwsm	billing	6	17	7
387	387	5	531	water	lock	maknavajvoz	making	4	11	6
388	388	6	6	vapour	confirm	hikrrud	helip	7	7	5
389	389	5	260	total	prisone	ailcus	air	7	6	3
390	390	5	510	party	hear	nu	distribution	4	2	12
391	391	9	80	therefore	stares	peth	pean	6	4	4
392	392	6	165	having	produced	bxmmuhnerob	berguring	8	11	9
393	393	4	1263	more	referved	nwccessaur	sheats	8	10	6
394	394	4	856	than	partitified	ife	bather	11	3	6
395	395	6	11	greens	continuous	lopcushmrt	lock	10	10	4
396	396	7	53	freedom	bern	cesfulybehhakdneeusn	confirm	4	20	7
397	397	2	164	le	paral	prienker	prisone	5	8	7
398	398	6	6	mesnil	basile	hymskyxspenssediokthhepq	hear	6	24	4
399	399	9	106	nominated	grandfulls	uydguzdcuorrsyl	stares	10	15	6
400	400	4	61	tony	decreases	piod	produced	9	4	8
401	401	5	339	award	faming	nqut	referved	6	4	8
402	402	8	1	edworthy	seator	bfmx	partitified	6	4	11
403	403	4	347	park	prefectured	egptiv	continuous	11	6	10
404	404	6	169	bridge	macket	bc	bern	6	2	4
405	405	9	363	sometimes	spiper	xefakziigebhiur	paral	6	15	5
406	406	7	1	bulimia	reservent	baai	basile	9	4	6
407	407	5	143	cause	reparativing	grovpttls	grandfulls	12	9	10
408	408	10	22	difficulty	mechanic	dlulolmewrm	decreases	8	11	9
409	409	9	16	breathing	neighborg	qaaistazhbuogyb	faming	9	15	6
410	410	4	1386	most	difficus	qjh	seator	8	3	6
411	411	4	206	lake	amound	prajdgatricecs	prefectured	6	14	11
412	412	7	13	coleman	controntently	kvckewpmnn	macket	13	10	6
413	413	10	212	department	destrices	kqwiobniid	spiper	9	10	6
414	414	7	48	defence	residention	jvzeqwaeinb	reservent	11	11	9
415	415	8	62	training	abrow	reuxspnslickiuldy	reparativing	5	17	12
416	416	8	24	purposes	princing	mechnand	mechanic	8	8	8
417	417	6	83	matter	stipe	ntinitowanonhaba	neighborg	5	16	9
418	418	5	35	eaten	clinton	wqzehoczledsaue	difficus	7	15	8
419	419	8	158	includes	ternity	akorpl	amound	7	6	6
420	420	7	60	flowers	capting	tyepys	controntently	7	6	13
421	421	5	300	young	sold	dlsphit	destrices	4	7	9
422	422	6	111	leaves	realition	rbus	residention	9	4	11
423	423	5	41	seeds	derimer	ablyhoyo	abrow	7	8	5
424	424	7	141	certain	potes	pmscc	princing	5	5	8
425	425	10	1	bromeliads	plination	psizotnsytmmouxy	stipe	9	16	5
426	426	8	4	alphonse	becards	SOSlikbowrnibay	clinton	7	15	7
427	427	6	2	areola	committed	ggpucisremey	ternity	9	12	7
428	428	3	174	los	conferrers	qwuk	capting	10	4	7
429	429	7	156	angeles	allets	koiymp	sold	6	6	4
430	430	2	64	vs	researed	romSOSnhftu	realition	8	11	9
431	431	2	360	st	specificar	dtrid	derimer	10	5	7
432	432	5	143	louis	show	pdtfssktxcwa	potes	4	12	5
433	433	5	720	later	concert	wlioariytllswchup	plination	7	17	9
434	434	10	5	heisenberg	partica	becy	becards	7	4	7
