	idx	natural_length	frequencies	natural	fcfs	caplan	caplan_low_temperature	fcfs_length	caplan_length	caplan_low_temperature_length
30	30	2	6586	it	arguated	eygdtSOSSOSthozlo	arguated	8	17	8
31	31	3	10046	was	condidection	uydd	condidection	12	4	12
32	32	3	2223	one	cold	hri	cold	4	3	4
33	33	2	27348	of	conterted	kccrzttn	conterted	9	8	9
34	34	5	2132	first	intered	inmvceztcob	intered	7	11	7
35	35	9	2	saturnian	protection	pineyxioyboeesmanu	protection	10	18	10
36	36	5	14	moons	handa	uunyanpnrey	handa	5	11	5
37	37	10	97	discovered	malasticle	mbisquiih	malasticle	10	9	10
38	38	2	132	dr	alborad	akjumzeummyenah	alborad	7	15	7
39	39	7	177	charles	pearing	pwa	pearing	7	3	7
40	40	6	5	decker	roman	r	roman	5	1	5
41	41	4	15	tori	einenter	eiurnifukluled	einenter	8	14	8
42	42	8	600	released	ride	rildose	ride	4	7	4
43	43	3	6705	for	monumet	inelamecssst	monumet	7	12	7
44	44	4	3	pele	fortering	flwrz	fortering	9	5	9
45	45	3	1562	her	alexad	afeubd	alexad	6	6	6
46	46	6	135	fourth	hear	jqygrfun	hear	4	8	4
47	47	5	466	album	teem	teebvilll	teem	4	9	4
48	48	4	3359	this	harms	haqxhpnagemobserhghthns	harms	5	23	5
49	49	4	418	much	carling	caodadtgotspejcloogny	carling	7	21	7
50	50	6	137	longer	challen	yzaljyksdruughmmaspeeel	challen	7	23	7
51	51	6	173	having	moro	kzxo	moro	4	4	4
52	52	5	220	songs	sugarge	xSOSgargxe	sugarge	7	10	7
53	53	7	67	vietnam	elding	eydiyfabsc	elding	6	10	6
54	54	3	770	war	sorce	isryj	sorce	5	5	5
55	55	4	2717	also	conformers	ucbmoupsorsivh	conformers	10	14	10
56	56	5	900	known	contreats	rbcjdjueslsid	contreats	9	13	9
57	57	2	5533	as	piches	piwheniqagreyny	piches	6	15	6
58	58	6	631	second	south	enfou	south	5	5	5
59	59	9	4	indochina	concertial	cpnSOSosoiliet	concertial	10	14	10
60	60	3	22272	and	consist	oSOS	consist	7	4	7
61	61	8	899	american	fell	feltsy	fell	4	6	4
62	62	8	33	occurred	wind	wsimptnpmoumez	wind	4	14	4
63	63	4	4399	from	leaders	lgkhu	leaders	7	5	7
64	64	2	16674	to	negary	nnzSOShtwovc	negary	6	12	6
65	65	5	315	april	commanded	cryipmeresfenby	commanded	9	15	9
66	66	5	1841	there	particle	zerixhregoh	particle	8	11	8
67	67	10	76	everything	tound	tysSOSmbh	tound	5	9	5
68	68	2	12706	is	erate	erzfkskom	erate	5	9	5
69	69	6	77	bigger	fight	figmjserSOScuakcntuj	fight	5	20	5
70	70	4	355	even	elder	efure	elder	5	5	5
71	71	4	20	rats	stells	yb	stells	6	2	6
72	72	6	2	fatter	tricting	zeira	tricting	8	5	8
73	73	1	460	s	designers	dbimotvisoem	designers	9	12	9
74	74	10	2	belyavskyj	northmester	nsnSOSomea	northmester	11	10	11
75	75	5	384	still	sulficer	luuv	sulficer	8	4	8
76	76	6	24	owners	success	s	success	7	1	7
77	77	3	1042	may	concentered	lopinuvehytmebhiandh	concentered	11	20	11
78	78	3	57	buy	sitt	glix	sitt	4	4	4
79	79	8	4	grooming	wine	whpitbargaSOSsymxiaspystcy	wine	4	26	4
80	80	8	64	products	tows	vosw	tows	4	4	4
81	81	4	303	help	formers	foijulm	formers	7	7	7
82	82	3	86	cat	southward	qouinfhposm	southward	9	11	9
83	83	4	293	take	sill	u	sill	4	1	4
84	84	4	80	care	conternator	cenadujoko	conternator	11	10	11
85	85	6	112	itself	benger	grnudoSOSyesedot	benger	6	16	6
86	86	4	227	type	shall	giylbrinkhrid	shall	5	13	5
87	87	5	107	genus	sall	efdlymdnteshy	sall	4	13	4
88	88	12	2	aristolochia	gilling	gilainyboerve	gilling	7	13	7
89	89	1	230	l	trigar	lligaf	trigar	6	6	6
90	90	6	22	server	saus	saya	saus	4	4	4
91	91	5	151	might	scributary	iscysanSOStanrcofnakilieed	scributary	10	26	10
92	92	4	48	slow	maranding	kxipeligtd	maranding	9	10	9
93	93	4	330	down	cario	cSOSunt	cario	5	7	5
94	94	2	740	if	resourte	rnvnqpha	resourte	8	8	8
95	95	3	209	too	prince	rigwwri	prince	6	7	6
96	96	4	1620	many	confecture	cobkezzluqe	confecture	10	11	10
97	97	6	2160	people	sutrosse	fotrrsigolunc	sutrosse	8	13	8
98	98	9	2	accessing	cartie	yayhujzbrytx	cartie	6	12	6
99	99	2	3814	at	exa	eq	exa	3	2	3
100	100	4	624	same	clanted	clsSOSweflepsorSOSadgy	clanted	7	22	7
101	101	4	1403	time	comministed	liSOSmn	comministed	11	7	11
102	102	9	22	resulting	traition	typitfuinehlacywnepervuakly	traition	8	27	8
103	103	4	489	high	excooped	eumboobiygdoe	excooped	8	13	8
104	104	4	13	load	provinist	ornva	provinist	9	5	9
105	105	5	4	sonia	proverson	lofaywtzpsider	proverson	9	14	9
106	106	9	1	scurfield	divised	ocpuks	divised	7	6	7
107	107	8	118	canadian	ministor	mivegdo	ministor	8	7	8
108	108	13	7	businesswoman	spite	kpijgbavlaiik	spite	5	13	5
109	109	6	145	sports	teartice	tlontudoy	teartice	8	9	8
110	110	4	686	team	bloods	blotgflawtopkariskvywchocisb	bloods	6	28	6
111	111	5	49	owner	danicle	daniydivacgebysivn	danicle	7	18	7
112	112	7	22	calgary	comminised	cu	comminised	10	2	10
113	113	6	20	flames	conteration	ygq	conteration	11	3	11
114	114	7	24	stomach	soursear	soymgezdrgphrey	soursear	8	15	8
115	115	6	144	cancer	resports	ryverb	resports	8	6	8
116	116	6	1	songpu	developes	waln	developes	9	4	9
117	117	6	1	chilai	trinities	grireciv	trinities	9	8	9
118	118	6	1	tangpa	marches	jhqlikulf	marches	7	9	7
119	119	6	1	songbu	combose	kmeamson	combose	7	8	7
120	120	6	1	chirai	paine	jalyabdbicysod	paine	5	14	5
121	121	6	1	tangba	gite	giyelSOSanntnoundpturanwarsmaccasweinhklaltg	gite	4	44	4
122	122	8	200	although	sough	skhglzoyhowhingt	sough	5	16	5
123	123	5	46	islam	down	wonrplordws	down	4	11	4
124	124	5	756	state	played	plisSOSjzuuetylpoacspramslleSOScecheesonalSOSzi	played	6	47	6
125	125	8	94	religion	comment	c	comment	7	1	7
126	126	10	3	mauritania	rober	evaegin	rober	5	7	5
127	127	10	1	nouakchott	discoperation	jrigoirenoch	discoperation	13	12	13
128	128	8	181	includes	fours	fythpubsle	fours	5	10	5
129	129	9	60	cathedral	gara	gfurivSOShzsrickSOScvr	gara	4	22	4
130	130	2	318	st	manter	pvmatywrbdkudlaou	manter	6	17	6
131	131	6	80	joseph	bust	jehoguti	bust	4	8	4
132	132	8	97	catholic	tough	tobgs	tough	5	5	5
133	133	5	12	pablo	tract	ernbavesoqrwpak	tract	5	15	5
134	134	5	2	aimar	surface	kumu	surface	7	4	7
135	135	5	8	roses	singly	wicdlcindeam	singly	6	12	6
136	136	5	11	bloom	rought	vodbaignoulnenfeniugo	rought	6	21	6
137	137	4	127	late	communic	cxdixcaudryh	communic	8	12	8
138	138	8	318	november	disterda	dictixdyfgod	disterda	8	12	8
139	139	2	3098	or	comminical	dsmvianasdrlesf	comminical	10	15	10
140	140	5	291	early	lavel	l	lavel	5	1	5
141	141	8	335	december	all	ldldpt	all	3	6	3
142	142	6	828	during	meth	flijsshkec	bloods	4	10	6
143	143	4	1427	some	rown	abxh	meth	4	4	4
144	144	2	6286	he	barlan	rbackajv	rown	6	8	4
145	145	4	124	told	presse	b	barlan	6	1	6
146	146	8	8	meredith	hollywood	SOSsyaty	presse	9	8	6
147	147	2	758	no	bash	kokmswyiqrezaubuz	hollywood	4	17	9
148	148	4	775	will	trauser	bzghdrais	bash	7	9	4
149	149	2	2762	be	banged	totqcafywheefeed	trauser	6	16	7
150	150	10	11	integrated	gallet	vio	banged	6	3	6
151	151	11	47	mississippi	aboration	nhdiswkatn	gallet	9	10	6
152	152	5	528	while	links	abpkaqie	aboration	5	8	9
153	153	1	709	i	particuture	litbnudieqydina	links	11	15	5
154	154	2	118	am	panemar	ovxgjazmue	particuture	7	10	11
155	155	4	164	your	sour	wtfrmnyboth	panemar	4	11	7
156	156	8	152	governor	content	qnd	sour	7	3	4
157	157	4	295	came	dentary	nkSOS	content	7	5	7
158	158	4	454	what	hum	kegbakyadlb	dentary	3	11	7
159	159	3	452	now	filler	quo	hum	6	3	3
160	160	6	208	canada	revive	fftamSOSbew	filler	6	11	6
161	161	3	2051	she	puscan	znvwn	revive	6	5	6
162	162	9	5	struggles	harding	hpschfbqulm	puscan	7	11	6
163	163	4	5124	with	stonge	ybhyvlwrSOSbisstsryysmie	harding	6	24	7
164	164	3	156	low	prichil	gyssef	stonge	7	6	6
165	165	4	78	self	thim	rznomqygbvy	prichil	4	11	7
166	166	6	3	esteem	surric	xqim	thim	6	4	4
167	167	10	21	afterwards	indian	lroibeeo	surric	6	8	6
168	168	3	3693	his	leopered	isprarfsmy	indian	8	10	6
169	169	7	71	remains	nessess	lewyhrefls	leopered	7	10	8
170	170	4	2760	were	simple	ossybluttez	nessess	6	11	7
171	171	8	4	cremated	polution	SOSpmjyzoSOSzttthrshii	simple	8	22	6
172	172	3	363	red	shart	wcfudqotkrcmypmankensesfryp	polution	5	27	8
173	173	7	11	balloon	palealic	frgefdligd	shart	8	10	5
174	174	6	6	floats	comport	vaceafihryliq	palealic	7	13	8
175	175	4	1159	into	divid	uu	comport	5	2	7
176	176	13	10	teletubbyland	acticle	dbnjdpvylu	divid	7	10	5
177	177	2	31	po	modist	aclillesa	acticle	6	9	7
178	178	5	31	leads	record	loxiay	modist	6	6	6
179	179	5	22	tubby	pontry	rycanduppthsonpaSOSy	record	6	20	6
180	180	5	47	phone	arrools	ionfatse	pontry	7	8	6
181	181	5	130	dance	train	nivoodaofsrivwwiclexyemen	arrools	5	25	7
182	182	10	13	wheelchair	tears	tsmphac	train	5	7	5
183	183	7	463	another	gormanion	yfcypvoymth	tears	9	11	5
184	184	3	427	way	consecuring	goxelwayve	gormanion	11	10	9
185	185	5	59	carry	theating	criiladdlro	consecuring	8	11	11
186	186	7	23	patient	suriting	tawf	theating	8	4	8
187	187	1	220	d	trinction	slijpfuataled	suriting	9	13	8
188	188	8	37	executed	ellar	wviht	trinction	5	5	9
189	189	2	738	do	compored	ygurdk	train	8	6	5
190	190	4	5501	that	hermon	e	ellar	6	1	5
191	191	4	156	uses	comple	cdtegurounu	compored	6	11	8
192	192	5	64	notes	person	hwzuohvddt	hermon	6	10	6
193	193	5	81	scale	accession	b	comple	9	1	6
194	194	4	865	then	alo	bj	person	3	2	6
195	195	4	675	make	nindus	lczkr	accession	6	5	9
196	196	5	12	tunes	ancerto	edoyrzk	alo	7	7	3
197	197	6	1387	called	sore	n	nindus	4	1	6
198	198	6	1	kurgan	islam	ancleto	ancerto	5	7	7
199	199	6	56	oblast	sought	jxrhilegmpts	sore	6	12	4
200	200	5	64	munch	hamp	ior	islam	4	3	5
201	201	6	202	museum	mars	viynshtkf	sought	4	9	6
202	202	4	80	oslo	particia	hzma	hamp	8	4	4
203	203	6	111	norway	commonic	mmcstarnfwatvy	mars	8	14	4
204	204	2	2958	an	programing	fmawv	particia	10	5	8
205	205	5	1798	other	willin	hggeolc	commonic	6	7	8
206	206	4	28	tale	sulfours	m	programing	8	1	10
207	207	5	166	comes	alia	nuphydedvlesswhbe	willin	4	17	6
208	208	5	156	henry	grasses	sdlatd	sulfours	7	6	8
209	209	10	2	huntingdon	dealted	aciadlagstbwneliflsckytiofoatechicrdrom	alia	7	39	4
210	210	3	1485	who	masta	gmdgesfemsmhotnm	grasses	5	16	7
211	211	5	100	tells	consider	gbazregfo	dealted	8	9	7
212	212	7	1	elfrida	alimina	dqodigdued	masta	7	10	5
213	213	7	36	herself	dissuminity	cseqcugoordsdimetst	consider	11	19	8
214	214	9	27	committed	sperior	atsewhm	alimina	7	7	7
215	215	6	74	murder	surverseal	lus	dissuminity	10	3	11
216	216	4	727	kitt	scined	ekeislokylgoxlghhili	sperior	6	20	7
217	217	4	791	peak	candation	kuqazrwckaxef	surverseal	9	13	10
218	218	4	2	amos	subfertics	gccdhvorixaokwlyz	scined	10	17	6
219	219	8	2	calloway	seams	clnbyxketorkhbatobby	candation	5	20	9
220	220	6	50	twelve	alcheemed	osshvplilsessapctflhinte	subfertics	9	24	10
221	221	7	14	leopard	poce	senbalcodiumex	seams	4	14	5
222	222	10	28	subspecies	appear	avwademesuts	alcheemed	6	12	9
223	223	5	2149	which	theming	oxcebermyliSOSnysohdddxnfpieeedwez	poce	7	34	4
224	224	6	14	differ	tributist	apnetghbso	appear	9	10	6
225	225	6	94	widely	morthements	tbhmgvartsp	theming	11	11	7
226	226	10	80	appearance	bussion	troegrssudsdiulekso	tributist	7	19	9
227	227	4	55	hunt	bell	vurscemnags	morthements	4	11	11
228	228	6	7	obrien	settled	blociaoticouh	bussion	7	13	7
229	229	4	211	says	comporions	jyle	bell	10	4	4
230	230	4	215	once	langham	y	settled	7	1	7
231	231	8	100	finished	progressive	ccdunyihmk	comporions	11	10	10
232	232	7	16	winston	conscious	laogow	langham	9	6	7
233	233	5	110	leave	treasure	jvjilrya	progressive	8	8	11
234	234	8	44	ministry	part	unn	conscious	4	3	9
235	235	4	288	love	constincture	bydn	treasure	12	4	8
236	236	6	120	return	batter	pac	part	6	3	4
237	237	6	94	normal	mallow	ruvdeeyristamwihilrdh	divised	6	21	7
238	238	4	530	life	caltibutied	inespohltd	constincture	11	10	12
239	239	6	143	months	starbs	gstatwia	batter	6	8	6
240	240	7	48	belgian	survivor	mmlcls	mallow	8	6	6
241	241	5	255	grand	temperated	bnbxyluSOSszymgimwpmmeikzuohlfrwleop	caltibutied	10	36	11
242	242	4	117	prix	regard	twwgbuxf	starbs	6	8	6
243	243	6	104	behind	pressions	sSOSrakoofcsllfjs	survivor	9	17	8
244	244	4	48	door	bost	neyfeysrogdhomiwagwchoulimagnsqa	temperated	4	32	10
245	245	2	16	ho	sect	rygfms	regard	4	6	6
246	246	3	29	chi	engaries	pqlapnaqkl	pressions	8	10	9
247	247	4	6	minh	foll	inzbueenrequyy	bost	4	14	4
248	248	4	1124	city	mesical	uzgk	sect	7	4	4
249	249	2	167	al	linder	ehrkspecejhrny	engaries	6	14	8
250	250	5	3	hilal	clear	f	foll	5	1	4
251	251	6	1	shabab	commanic	oegyeps	mesical	8	7	7
252	252	6	4	antrim	tone	l	linder	4	1	6
253	253	7	1	dunadry	tible	cleaonogg	clear	5	9	5
254	254	9	1	muckamore	earl	uqtivarbmilganied	commanic	4	17	8
255	255	11	2	randalstown	allian	to	tone	6	2	4
256	256	11	1	toomebridge	starm	liznbgyybuyqiangsoccntsug	tible	5	25	5
257	257	4	1	bigg	probesteries	inugabvoeyics	earl	12	13	4
258	258	4	34	boss	screent	vlhykglbowamtema	allian	7	16	6
259	259	7	9	marathi	promantic	itqimowuc	starm	9	9	5
260	260	5	224	david	subfice	p	probesteries	7	1	12
261	261	9	7	coverdale	subrivition	exeeccssk	screent	11	9	7
262	262	8	146	returned	defenders	eltbnedder	promantic	9	10	9
263	263	8	12	reformed	moure	ug	subfice	5	2	7
264	264	4	293	band	conterced	kfduy	subrivition	9	5	11
265	265	6	15	amazon	finishing	dlfdsypru	defenders	9	9	9
266	266	6	26	offers	dispont	locaei	moure	7	6	5
267	267	13	320	international	reaction	fystkzlgxxhu	conterced	8	12	9
268	268	8	9	shipping	lenand	fiiv	finishing	6	4	9
269	269	9	368	countries	discumbre	diqp	dispont	9	4	7
270	270	3	1397	its	folloor	voxb	reaction	7	4	8
271	271	3	100	sir	interalian	lpuagsmlencepestiienti	lenand	10	22	6
272	272	4	28	fred	torney	znh	discumbre	6	3	9
273	273	8	3	holliday	bouthing	fnewqno	folloor	8	7	7
274	274	7	445	british	lower	icqunuzisbvivti	interalian	5	15	10
275	275	6	85	marine	pologuy	hyyserdimn	harding	7	10	7
276	276	9	5	biologist	therister	tttnrexuemalscyaniangny	torney	9	23	6
277	277	21	1	esthesioneuroblastoma	monar	ukuiknynh	bouthing	5	9	8
278	278	9	6	olfactory	price	lgxtadlmycmesivnnas	lower	5	19	5
279	279	13	1	neuroblastoma	recorder	ySOSpokgys	pologuy	8	10	7
280	280	10	1	epithelium	contiruely	tpe	therister	10	3	9
281	281	7	53	doctors	product	m	monar	7	1	5
282	282	3	2832	not	line	pdxyypeixsinamshtswre	price	4	21	5
283	283	4	63	sure	sargard	SOSjeibbl	recorder	7	9	8
284	284	6	64	branch	dama	klcynxchlowi	contiruely	4	12	10
285	285	8	16	shanghai	darist	pyndapth	product	6	8	7
286	286	7	164	science	granding	liunicils	line	8	9	4
287	287	10	89	technology	speel	gapzufd	sargard	5	7	7
288	288	4	360	july	mouse	zamazoaosSOStbchiumittecuygsral	dama	5	31	4
289	289	7	6	deposed	provesting	dagisbirbanysoipn	darist	10	17	6
290	290	5	39	alice	servior	gladmigjedwahfeysbowe	granding	7	21	8
291	291	3	2459	has	alex	spivellwrerhsmugcttusrd	speel	4	23	5
292	292	9	363	sometimes	communice	oddiewnkynexpnaruias	mouse	9	20	5
293	293	4	1158	been	bocks	q	provesting	5	1	10
294	294	7	313	popular	promay	eruuzooel	servior	6	9	7
295	295	7	45	fashion	dristrian	aooi	alex	9	4	4
296	296	5	309	young	gine	oote	communice	4	4	9
297	297	5	278	women	merchistor	vwckins	bocks	10	7	5
298	298	8	1	epiphyte	intermanted	ud	promay	11	2	6
299	299	5	121	plant	disconvenciated	fgishkxahsrmrcnzdaucar	dristrian	15	22	9
300	300	5	30	grows	fulds	gi	gine	5	2	4
301	301	2	6312	on	muse	zkndSOSpsaxi	merchistor	4	12	10
302	302	7	268	without	minior	ipnvemcaymrunnsm	intermanted	6	16	11
303	303	5	548	being	gamage	dddvcnviwoladdraiy	disconvenciated	6	18	15
304	304	8	8	parasite	find	gulpdaglf	fulds	4	9	5
305	305	8	635	anderson	serving	ouqnadoldshbz	muse	7	13	4
306	306	4	608	mesa	compentate	utuops	minior	10	6	6
307	307	7	164	richard	tanget	qawgufpgocl	gamage	6	11	6
308	308	5	5	estes	technicle	oxoyjytile	find	9	10	4
309	309	4	18	neil	rescure	jrwricarshepseofil	serving	7	18	7
310	310	4	47	alan	secour	qfmvunyyxlufa	compentate	6	13	10
311	311	6	3	weiner	confits	tamchmvctostsSOSokbmdsr	tanget	7	23	6
312	312	9	45	estimated	rout	tevvfim	technicle	4	7	9
313	313	2	640	us	thrilline	roxiffemgbdiak	rescure	9	14	7
314	314	8	10	homeless	soulds	uecauwroyimupt	secour	6	14	6
315	315	7	39	victims	resort	cffortsuyqrecholocyyga	confits	6	22	7
316	316	10	59	commercial	communication	ymeawdlsedivw	rout	13	13	4
317	317	6	74	sexual	excluted	okrilandfua	thrilline	8	11	9
318	318	12	8	exploitation	testing	u	soulds	7	1	6
319	319	3	2	cve	scueted	roz	resort	7	3	6
320	320	8	366	children	belion	tbygftadphly	communication	6	12	13
321	321	5	45	homes	heard	evolxomik	excluted	5	9	8
322	322	9	376	including	constidution	tkwouswiedb	testing	12	11	7
323	323	6	252	public	night	qchnremodadmh	scueted	5	13	7
324	324	7	19	housing	partine	qtl	belion	7	3	6
325	325	5	98	fifth	interactic	hpwymmentenis	heard	10	13	5
326	326	6	26	avenue	tibbater	cdwrciciagrh	constidution	8	12	12
327	327	8	14	scuderia	defended	niknoqosslwe	night	8	12	5
328	328	4	13	toro	discutiv	hkabbeka	partine	8	8	7
329	329	5	11	rosso	sougher	ixaanthc	interactic	7	8	10
330	330	10	61	literature	warnal	tiatueniqyyarwuta	tibbater	6	17	8
331	331	9	90	professor	leaving	jq	defended	7	2	8
332	332	12	8	additionally	field	dohvvcwb	discutiv	5	8	8
333	333	5	54	guard	anterning	loceyeud	sougher	9	8	7
334	334	5	854	would	coron	waenchetprhmgbic	warnal	5	16	6
335	335	5	24	check	mounter	lredwdicclbs	leaving	7	12	7
336	336	4	105	cell	pick	kixzcmudiougyr	field	4	14	5
337	337	5	267	every	speet	xh	anterning	5	2	9
338	338	7	80	minutes	dumas	corozby	coron	5	7	5
339	339	3	455	any	pencountration	phimewgemetlyhnpntapfolmtgnys	mounter	14	29	7
340	340	10	5	suspicious	greene	vicvlefos	pick	6	9	4
341	341	8	57	activity	command	kprotzonzltoy	speet	7	13	5
342	342	7	11	bahrain	nass	dsmeslrawch	dumas	4	11	5
343	343	4	328	took	alternine	vgpyol	pencountration	9	6	14
344	344	5	440	place	mongers	grejiecalniSOStsknrk	greene	7	20	6
345	345	6	273	making	maltoon	crrmilf	command	7	7	7
346	346	7	269	history	convirence	naxf	nass	10	4	4
347	347	7	128	formula	mister	aetm	alternine	6	4	9
348	348	4	290	held	subponsionally	uplSOSyariyczzphoredsiy	mongers	14	23	7
349	349	6	172	middle	trassics	mazrorppnuc	maltoon	8	11	7
350	350	4	422	east	angeration	wSOSuvxpmecbsdqmszry	convirence	10	20	10
351	351	9	6	regiments	creating	mixqutdcopSOS	mister	8	13	6
352	352	7	31	indians	tarkers	smbe	subponsionally	7	4	14
353	353	5	270	union	bully	tudspf	trassics	5	6	8
354	354	4	290	army	racking	apafklirituu	angeration	7	12	10
355	355	4	890	part	surversive	qrrapbfsar	creating	10	10	8
356	356	6	106	comedy	maries	tyqaletlifk	tarkers	6	11	7
357	357	3	17	duo	monary	bzquxmsornticooysmf	bully	6	19	5
358	358	6	3	cheech	sunnish	r	racking	7	1	7
359	359	5	9	chong	moturies	sndqemiaveepy	surversive	8	13	10
360	360	5	237	along	recording	hpx	concentrated	9	3	12
361	361	6	41	fellow	heal	kuza	maries	4	4	6
362	362	8	45	comedian	berrighten	moSOSabdfokubosewpeegs	monary	10	22	6
363	363	5	33	tommy	sority	egzygs	sunnish	6	6	7
364	364	7	589	however	exatics	voSOSuidriegd	moturies	7	13	8
365	365	5	153	think	finds	jhzschinic	recording	5	10	9
366	366	5	3	menes	commond	hronncn	heal	7	7	4
367	367	6	430	person	commussions	bejougategryonsslipcs	berrighten	11	21	10
368	368	3	1	hor	choloro	robovi	sority	7	6	6
369	369	3	2	aha	indealt	eiathdwimrt	exatics	7	11	7
370	370	7	451	several	moristure	ftougbhs	finds	9	8	5
371	371	7	268	special	traditions	tgsczicblnecy	commond	10	13	7
372	372	3	134	bus	runner	cerjpsctleschsmwenhemend	commussions	6	24	11
373	373	8	106	services	broof	nds	choloro	5	3	7
374	374	5	53	serve	defere	iggrjithhmpboopripnic	indealt	6	21	7
375	375	7	190	stadium	composed	q	moristure	8	1	9
376	376	6	123	events	brongers	xizphyul	traditions	8	8	10
377	377	5	10	alloy	realist	runrf	runner	7	5	6
378	378	4	982	only	mastick	bqxeaphfacfreared	broof	7	17	5
379	379	3	1472	two	regionard	xugaro	defere	9	6	6
380	380	5	159	types	brid	qafwsSOScinbghewe	composed	4	17	8
381	381	5	53	atoms	ancontrolitic	bmltdjdl	brongers	13	8	8
382	382	4	956	like	thells	cbdlerla	commanded	6	8	9
383	383	6	39	copper	starl	rsbiwsedstrapp	realist	5	14	7
384	384	6	9	nickel	competions	m	mastick	10	1	7
385	385	4	779	such	allar	lhryfggivpriher	regionard	5	15	9
386	386	6	33	binary	distruction	bynamka	brid	11	7	4
387	387	4	7	haas	fatter	incontrulifulyabyfaliagnest	ancontrolitic	6	27	13
388	388	7	17	ferrari	meature	t	thells	7	1	6
389	389	6	75	siding	edist	itt	starl	5	3	5
390	390	6	152	spring	recommunical	crekebl	competions	12	7	10
391	391	5	43	seeds	count	aoSOSvrwleSOSspSOShigrgdus	allar	5	26	5
392	392	9	69	structure	presenting	djsaspgleee	distruction	10	11	11
393	393	8	2	wrinkled	divented	fdt	fatter	8	3	6
394	394	5	372	black	plane	msstcifencurSOSzloSOSjudgnyshkbes	meature	5	33	7
395	395	5	140	color	drangs	epex	edist	6	4	5
396	396	12	38	architecture	read	rebwmfwaxopons	recommunical	4	14	12
397	397	5	552	often	disencouse	ervot	count	10	5	5
398	398	8	1	overlaps	regiss	knezywmfhkaajde	presenting	6	15	10
399	399	10	8	structural	sumer	zyvrkfafldsa	divented	5	12	8
400	400	11	50	engineering	commuses	lzjyoprvci	plane	8	10	5
401	401	10	11	architects	mething	yrvizc	drangs	7	6	6
402	402	9	17	engineers	subtropome	rtaddyfoonbolufeg	read	10	17	4
403	403	4	565	work	latercouse	dseetsqbelf	disencouse	10	11	10
404	404	8	292	together	served	ubgxsskozurdxqnesisabh	regiss	6	22	6
405	405	7	1	onsager	mears	wantthnwcetekpaiifj	sumer	5	19	5
406	406	11	6	naturalized	contrescontally	edmmgs	commuses	15	6	8
407	407	7	23	citizen	compline	fevnyibemyndre	mething	8	14	7
408	408	6	5	anakin	darch	urabvyycgedr	south	5	12	5
409	409	9	4	skywalker	archeling	kqmuurscalew	subtropome	9	12	10
410	410	9	42	depending	leastan	lxenycpubi	latercouse	7	10	10
411	411	3	414	how	studiency	setjeas	served	9	7	6
412	412	4	134	view	suddice	jhfecateaeo	mears	7	11	5
413	413	10	6	questioned	portures	crysekkihgmd	contrescontally	8	12	15
414	414	7	45	purpose	conference	kmaxlgo	compline	10	7	8
415	415	13	3	interrogation	spiels	dayfmvalzapsm	darch	6	13	5
416	416	7	62	methods	founds	frbweelfontlim	archeling	6	14	9
417	417	4	1460	used	emproyed	ves	leastan	8	3	7
418	418	4	26	vary	bouth	s	studiency	5	1	9
419	419	5	80	crime	nable	indoipredtureim	suddice	5	15	7
420	420	8	15	thriller	tixis	porqfidemhdsbolimm	portures	5	18	8
421	421	7	1	vaghani	publicate	cekeepatvyrzviej	conference	9	16	10
422	422	4	842	born	cultura	syuhihic	spiels	7	8	6
